	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																		
2/5/2024	CDM	76	10054150	PBB CIRCUMCISIONCLAMPNEWBORN		OP		54150	    	361	1519	987.35	151.9	2861.49	1036.51	1154.44	318.99	1154.44	1140.16	1317	1067.61	318.99	1317	1098.7	384.88	1077.97	1257.73	970.64	381.14	1184.82	1351.91	1104.55	1051.15	1488.62	1397.48	364.34	966.31	1129.05	1046.59	1088.34	379.75
2/5/2024	CDM	77	10058300	PBB INSERTION OF IUD		IP		58300	    	361	70	45.5	7	70	N/A	53.2	N/A	53.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57.96	44.73	N/A	54.6	62.3	N/A	48.44	68.6	64.4	N/A	37.1	37.1	48.72	N/A	N/A
2/5/2024	CDM	78	10058300	PBB INSERTION OF IUD		OP		58300	    	361	70	45.5	7	140	59.61	53.2	14.7	53.2	65.57	55.51	61.4	14.7	55.51	63.19	17.74	61.99	57.96	44.73	17.56	54.6	62.3	18.19	48.44	68.6	64.4	16.79	37.1	37.1	48.23	62.59	17.5
2/5/2024	CDM	79	10058301	PBB REMOVALIUD		IP		58301	    	361	777	505.05	77.7	777	N/A	590.52	N/A	590.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	643.36	496.5	N/A	606.06	691.53	N/A	537.68	761.46	714.84	N/A	411.81	411.81	540.79	N/A	N/A
2/5/2024	CDM	80	10058301	PBB REMOVALIUD		OP		58301	    	361	777	505.05	59.61	777	59.61	590.52	163.17	590.52	65.57	616.16	61.4	163.17	616.16	63.19	196.88	61.99	643.36	496.5	194.96	606.06	691.53	173.97	537.68	761.46	714.84	186.36	411.81	411.81	535.35	62.59	194.25
2/5/2024	CDM	81	10059430	PBB POSTPARTUM CARE ONLY		IP		59430	    	361	167	108.55	16.7	167	N/A	126.92	N/A	126.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	138.28	106.71	N/A	130.26	148.63	N/A	115.56	163.66	153.64	N/A	88.51	88.51	116.23	N/A	N/A
2/5/2024	CDM	82	10059430	PBB POSTPARTUM CARE ONLY		OP		59430	    	361	167	108.55	16.7	167	74.85	126.92	35.07	126.92	82.34	132.43	77.1	35.07	132.43	79.34	42.31	77.84	138.28	106.71	41.9	130.26	148.63	N/A	115.56	163.66	153.64	40.06	88.51	88.51	115.06	78.59	41.75
2/5/2024	CDM	83	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		IP		62273	    	361	2548	1656.2	254.8	2548	N/A	1936.48	N/A	1936.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2109.74	1628.17	N/A	1987.44	2267.72	N/A	1763.22	2497.04	2344.16	N/A	1350.44	1350.44	1773.41	N/A	N/A
2/5/2024	CDM	84	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		OP		62273	    	361	2548	1656.2	254.8	2548	491.41	1936.48	535.08	1936.48	540.55	1317	506.15	535.08	1317	520.89	645.61	511.07	2109.74	1628.17	639.35	1987.44	2267.72	375.02	1763.22	2497.04	2344.16	611.13	966.31	1129.05	1755.57	515.98	637
2/5/2024	CDM	85	10062320	PBB INJ CERVTHOR FOR DIAGTHER WO GUIDE		IP		62320	    	361	1377	895.05	137.7	1377	N/A	1046.52	N/A	1046.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1140.16	879.9	N/A	1074.06	1225.53	N/A	952.88	1349.46	1266.84	N/A	729.81	729.81	958.39	N/A	N/A
2/5/2024	CDM	86	10062320	PBB INJ CERVTHOR FOR DIAGTHER WO GUIDE		OP		62320	    	361	1377	895.05	137.7	1377	491.41	1046.52	289.17	1046.52	540.55	1091.96	506.15	289.17	1091.96	520.89	348.91	511.07	1140.16	879.9	345.51	1074.06	1225.53	375.02	952.88	1349.46	1266.84	330.27	966.31	1129.05	948.75	515.98	344.25
2/5/2024	CDM	87	10062321	PBB INJ CERVTHOR FOR DIAGTHER W GUIDE		IP		62321	    	361	4107	2669.55	410.7	4107	N/A	3121.32	N/A	3121.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3400.6	2624.37	N/A	3203.46	3655.23	N/A	2842.04	4024.86	3778.44	N/A	2176.71	2176.71	2858.47	N/A	N/A
2/5/2024	CDM	88	10062321	PBB INJ CERVTHOR FOR DIAGTHER W GUIDE		OP		62321	    	361	4107	2669.55	367.67	4107	491.41	3121.32	862.47	3121.32	540.55	3256.85	506.15	862.47	3256.85	520.89	1040.63	511.07	3400.6	2624.37	1030.53	3203.46	3655.23	375.02	2842.04	4024.86	3778.44	985.06	966.31	1129.05	2829.72	515.98	1026.75
2/5/2024	CDM	89	10064405	PBB INJECTION ANES OCCIPITAL NERVE		IP		64405	    	361	691	449.15	69.1	691	N/A	525.16	N/A	525.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	572.15	441.55	N/A	538.98	614.99	N/A	478.17	677.18	635.72	N/A	366.23	366.23	480.94	N/A	N/A
2/5/2024	CDM	90	10064405	PBB INJECTION ANES OCCIPITAL NERVE		OP		64405	    	361	691	449.15	69.1	691	251.41	525.16	145.11	525.16	276.55	547.96	258.95	145.11	547.96	266.49	175.08	261.47	572.15	441.55	173.39	538.98	614.99	160.62	478.17	677.18	635.72	165.74	366.23	366.23	476.1	263.98	172.75
2/5/2024	CDM	91	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		IP		64420	    	361	1633	1061.45	163.3	1633	N/A	1241.08	N/A	1241.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1352.12	1043.49	N/A	1273.74	1453.37	N/A	1130.04	1600.34	1502.36	N/A	865.49	865.49	1136.57	N/A	N/A
2/5/2024	CDM	92	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		OP		64420	    	361	1633	1061.45	163.3	1633	251.41	1241.08	342.93	1241.08	276.55	1317	258.95	342.93	1317	266.49	413.77	261.47	1352.12	1043.49	409.75	1273.74	1453.37	375.02	1130.04	1600.34	1502.36	391.67	966.31	1129.05	1125.14	263.98	408.25
2/5/2024	CDM	93	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		IP		64421	    	361	1633	1061.45	163.3	1633	N/A	1241.08	N/A	1241.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1352.12	1043.49	N/A	1273.74	1453.37	N/A	1130.04	1600.34	1502.36	N/A	865.49	865.49	1136.57	N/A	N/A
2/5/2024	CDM	94	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		OP		64421	    	361	1633	1061.45	163.3	1633	611.53	1241.08	342.93	1241.08	672.68	1317	629.88	342.93	1317	648.22	413.77	635.99	1352.12	1043.49	409.75	1273.74	1453.37	494.29	1130.04	1600.34	1502.36	391.67	966.31	1129.05	1125.14	642.11	408.25
2/5/2024	CDM	95	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		IP		64425	    	361	1792	1164.8	179.2	1792	N/A	1361.92	N/A	1361.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1483.78	1145.09	N/A	1397.76	1594.88	N/A	1240.06	1756.16	1648.64	N/A	949.76	949.76	1247.23	N/A	N/A
2/5/2024	CDM	96	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		OP		64425	    	361	1792	1164.8	179.2	1792	251.41	1361.92	376.32	1361.92	276.55	1421.06	258.95	376.32	1421.06	266.49	454.06	261.47	1483.78	1145.09	449.65	1397.76	1594.88	375.02	1240.06	1756.16	1648.64	429.81	949.76	949.76	1234.69	263.98	448
2/5/2024	CDM	97	10064450	PBB INJECT NERV BLCKOTHR PERIPH NERV		IP		64450	    	361	987	641.55	98.7	987	N/A	750.12	N/A	750.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	817.24	630.69	N/A	769.86	878.43	N/A	683	967.26	908.04	N/A	523.11	523.11	686.95	N/A	N/A
2/5/2024	CDM	98	10064450	PBB INJECT NERV BLCKOTHR PERIPH NERV		OP		64450	    	361	987	641.55	98.7	987	251.41	750.12	207.27	750.12	276.55	782.69	258.95	207.27	782.69	266.49	250.08	261.47	817.24	630.69	247.66	769.86	878.43	375.02	683	967.26	908.04	236.73	523.11	523.11	680.04	263.98	246.75
2/5/2024	CDM	99	10064479	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		IP		64479	    	361	3216	2090.4	321.6	3216	N/A	2444.16	N/A	2444.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2662.85	2055.02	N/A	2508.48	2862.24	N/A	2225.47	3151.68	2958.72	N/A	1704.48	1704.48	2238.34	N/A	N/A
2/5/2024	CDM	100	10064479	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		OP		64479	    	361	3216	2090.4	321.6	3216	491.41	2444.16	675.36	2444.16	540.55	1317	506.15	675.36	1317	520.89	814.87	511.07	2662.85	2055.02	806.96	2508.48	2862.24	494.29	2225.47	3151.68	2958.72	771.36	966.31	1129.05	2215.82	515.98	804
2/5/2024	CDM	101	10064480	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		IP		64480	    	361	1645	1069.25	164.5	1645	N/A	1250.2	N/A	1250.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1362.06	1051.15	N/A	1283.1	1464.05	N/A	1138.34	1612.1	1513.4	N/A	871.85	871.85	1144.92	N/A	N/A
2/5/2024	CDM	102	10064480	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		OP		64480	    	361	1645	1069.25	164.5	1645	491.41	1250.2	345.45	1250.2	540.55	1317	506.15	345.45	1317	520.89	416.81	511.07	1362.06	1051.15	412.76	1283.1	1464.05	N/A	1138.34	1612.1	1513.4	394.55	966.31	1129.05	1133.4	515.98	411.25
2/5/2024	CDM	103	10064483	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		IP		64483	    	361	2320	1508	232	2320	N/A	1763.2	N/A	1763.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1920.96	1482.48	N/A	1809.6	2064.8	N/A	1605.44	2273.6	2134.4	N/A	1229.6	1229.6	1614.72	N/A	N/A
2/5/2024	CDM	104	10064483	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		OP		64483	    	361	2320	1508	232	2320	491.41	1763.2	487.2	1763.2	540.55	1317	506.15	487.2	1317	520.89	587.84	511.07	1920.96	1482.48	582.13	1809.6	2064.8	494.29	1605.44	2273.6	2134.4	556.45	966.31	1129.05	1598.48	515.98	580
2/5/2024	CDM	105	10064484	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		IP		64484	    	361	1270	825.5	127	1270	N/A	965.2	N/A	965.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1051.56	811.53	N/A	990.6	1130.3	N/A	878.84	1244.6	1168.4	N/A	673.1	673.1	883.92	N/A	N/A
2/5/2024	CDM	106	10064484	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		OP		64484	    	361	1270	825.5	127	1317	491.41	965.2	266.7	965.2	540.55	1317	506.15	266.7	1317	520.89	321.8	511.07	1051.56	811.53	318.67	990.6	1130.3	N/A	878.84	1244.6	1168.4	304.61	966.31	1129.05	875.03	515.98	317.5
2/5/2024	CDM	107	10064490	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 1ST		IP		64490	    	361	3216	2090.4	321.6	3216	N/A	2444.16	N/A	2444.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2662.85	2055.02	N/A	2508.48	2862.24	N/A	2225.47	3151.68	2958.72	N/A	1704.48	1704.48	2238.34	N/A	N/A
2/5/2024	CDM	108	10064490	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 1ST		OP		64490	    	361	3216	2090.4	321.6	3216	491.41	2444.16	675.36	2444.16	540.55	2550.29	506.15	675.36	2550.29	520.89	814.87	511.07	2662.85	2055.02	806.96	2508.48	2862.24	494.29	2225.47	3151.68	2958.72	771.36	966.31	1129.05	2215.82	515.98	804
2/5/2024	CDM	109	10064493	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 1ST		IP		64493	    	361	3216	2090.4	321.6	3216	N/A	2444.16	N/A	2444.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2662.85	2055.02	N/A	2508.48	2862.24	N/A	2225.47	3151.68	2958.72	N/A	1704.48	1704.48	2238.34	N/A	N/A
2/5/2024	CDM	110	10064493	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 1ST		OP		64493	    	361	3216	2090.4	321.6	3216	491.41	2444.16	675.36	2444.16	540.55	2550.29	506.15	675.36	2550.29	520.89	814.87	511.07	2662.85	2055.02	806.96	2508.48	2862.24	494.29	2225.47	3151.68	2958.72	771.36	966.31	1129.05	2215.82	515.98	804
2/5/2024	CDM	111	10064494	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 2ND		IP		64494	    	361	1133	736.45	113.3	1133	N/A	861.08	N/A	861.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	938.12	723.99	N/A	883.74	1008.37	N/A	784.04	1110.34	1042.36	N/A	600.49	600.49	788.57	N/A	N/A
2/5/2024	CDM	112	10064494	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 2ND		OP		64494	    	361	1133	736.45	113.3	1133	491.41	861.08	237.93	861.08	540.55	898.47	506.15	237.93	898.47	520.89	287.08	511.07	938.12	723.99	284.29	883.74	1008.37	N/A	784.04	1110.34	1042.36	271.75	600.49	600.49	780.64	515.98	283.25
2/5/2024	CDM	113	10064615	PBB CHEMODENVERV MUSC MIGRAINE		IP		64615	    	361	691	449.15	69.1	691	N/A	525.16	N/A	525.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	572.15	441.55	N/A	538.98	614.99	N/A	478.17	677.18	635.72	N/A	366.23	366.23	480.94	N/A	N/A
2/5/2024	CDM	114	10064615	PBB CHEMODENVERV MUSC MIGRAINE		OP		64615	    	361	691	449.15	69.1	691	251.41	525.16	145.11	525.16	276.55	547.96	258.95	145.11	547.96	266.49	175.08	261.47	572.15	441.55	173.39	538.98	614.99	160.62	478.17	677.18	635.72	165.74	366.23	366.23	476.1	263.98	172.75
2/5/2024	CDM	115	10064642	PBB CHEMODENERVATION ONE EXTREMITY 14 MUSCLE		IP		64642	    	361	97	63.05	9.7	97	N/A	73.72	N/A	73.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	80.32	61.98	N/A	75.66	86.33	N/A	67.12	95.06	89.24	N/A	51.41	51.41	67.51	N/A	N/A
2/5/2024	CDM	116	10064642	PBB CHEMODENERVATION ONE EXTREMITY 14 MUSCLE		OP		64642	    	361	97	63.05	9.7	1129.05	251.41	73.72	20.37	73.72	276.55	76.92	258.95	20.37	76.92	266.49	24.58	261.47	80.32	61.98	24.34	75.66	86.33	375.02	67.12	95.06	89.24	23.26	966.31	1129.05	66.83	263.98	24.25
2/5/2024	CDM	117	10076801	PBB US OB  14 WKS SINGLE FETUS		IP		76801	    	402	916	595.4	91.6	916	N/A	696.16	N/A	696.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	758.45	585.32	N/A	714.48	815.24	N/A	633.87	897.68	842.72	N/A	485.48	485.48	637.54	N/A	N/A
2/5/2024	CDM	118	10076801	PBB US OB  14 WKS SINGLE FETUS		OP		76801	    	402	916	595.4	58.45	916	101.57	696.16	192.36	696.16	111.73	726.39	104.62	192.36	726.39	107.66	232.1	105.63	758.45	585.32	229.85	714.48	815.24	59.62	633.87	897.68	842.72	219.71	485.48	485.48	631.12	106.65	229
2/5/2024	CDM	119	10076802	PBB US OB  14 WKS ADDL FETUS		IP		76802	    	402	794	516.1	79.4	794	N/A	603.44	N/A	603.44	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	657.43	507.37	N/A	619.32	706.66	N/A	549.45	778.12	730.48	N/A	420.82	420.82	552.62	N/A	N/A
2/5/2024	CDM	120	10076802	PBB US OB  14 WKS ADDL FETUS		OP		76802	    	402	794	516.1	79.4	794	101.57	603.44	166.74	603.44	111.73	629.64	104.62	166.74	629.64	107.66	201.19	105.63	657.43	507.37	199.23	619.32	706.66	N/A	549.45	778.12	730.48	190.44	420.82	420.82	547.07	106.65	198.5
2/5/2024	CDM	121	10076805	PBB US OB  14 WKS SNGL FETUS		IP		76805	    	402	888	577.2	88.8	888	N/A	674.88	N/A	674.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	735.26	567.43	N/A	692.64	790.32	N/A	614.5	870.24	816.96	N/A	470.64	470.64	618.05	N/A	N/A
2/5/2024	CDM	122	10076805	PBB US OB  14 WKS SNGL FETUS		OP		76805	    	402	888	577.2	58.45	888	101.57	674.88	186.48	674.88	111.73	704.18	104.62	186.48	704.18	107.66	225	105.63	735.26	567.43	222.82	692.64	790.32	59.62	614.5	870.24	816.96	212.99	470.64	470.64	611.83	106.65	222
2/5/2024	CDM	123	10076810	PBB US OB  14 WKS ADDL FETUS		IP		76810	    	402	760	494	76	760	N/A	577.6	N/A	577.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	629.28	485.64	N/A	592.8	676.4	N/A	525.92	744.8	699.2	N/A	402.8	402.8	528.96	N/A	N/A
2/5/2024	CDM	124	10076810	PBB US OB  14 WKS ADDL FETUS		OP		76810	    	402	760	494	76	760	101.57	577.6	159.6	577.6	111.73	602.68	104.62	159.6	602.68	107.66	192.57	105.63	629.28	485.64	190.7	592.8	676.4	N/A	525.92	744.8	699.2	182.29	402.8	402.8	523.64	106.65	190
2/5/2024	CDM	125	10076815	PBB USPREGNANT UTERUSLIMITED 1 FETUSES		IP		76815	    	402	760	494	76	760	N/A	577.6	N/A	577.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	629.28	485.64	N/A	592.8	676.4	N/A	525.92	744.8	699.2	N/A	402.8	402.8	528.96	N/A	N/A
2/5/2024	CDM	126	10076815	PBB USPREGNANT UTERUSLIMITED 1 FETUSES		OP		76815	    	402	760	494	58.45	760	101.57	577.6	159.6	577.6	111.73	602.68	104.62	159.6	602.68	107.66	192.57	105.63	629.28	485.64	190.7	592.8	676.4	59.62	525.92	744.8	699.2	182.29	402.8	402.8	523.64	106.65	190
2/5/2024	CDM	127	10076816	PBB ECHOGRAPHYPREGNANT UTERUS REPEAT		IP		76816	    	402	760	494	76	760	N/A	577.6	N/A	577.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	629.28	485.64	N/A	592.8	676.4	N/A	525.92	744.8	699.2	N/A	402.8	402.8	528.96	N/A	N/A
2/5/2024	CDM	128	10076816	PBB ECHOGRAPHYPREGNANT UTERUS REPEAT		OP		76816	    	402	760	494	58.45	760	101.57	577.6	159.6	577.6	111.73	602.68	104.62	159.6	602.68	107.66	192.57	105.63	629.28	485.64	190.7	592.8	676.4	59.62	525.92	744.8	699.2	182.29	402.8	402.8	523.64	106.65	190
2/5/2024	CDM	129	10076817	PBB USPREGNANT UTERUSTRANSVAGINAL		IP		76817	    	402	760	494	76	760	N/A	577.6	N/A	577.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	629.28	485.64	N/A	592.8	676.4	N/A	525.92	744.8	699.2	N/A	402.8	402.8	528.96	N/A	N/A
2/5/2024	CDM	130	10076817	PBB USPREGNANT UTERUSTRANSVAGINAL		OP		76817	    	402	760	494	58.45	760	101.57	577.6	159.6	577.6	111.73	602.68	104.62	159.6	602.68	107.66	192.57	105.63	629.28	485.64	190.7	592.8	676.4	59.62	525.92	744.8	699.2	182.29	402.8	402.8	523.64	106.65	190
2/5/2024	CDM	131	10076819	PBB FETAL BIOPHYS PROFWO NST		IP		76819	    	402	985	640.25	98.5	985	N/A	748.6	N/A	748.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	815.58	629.41	N/A	768.3	876.65	N/A	681.62	965.3	906.2	N/A	522.05	522.05	685.56	N/A	N/A
2/5/2024	CDM	132	10076819	PBB FETAL BIOPHYS PROFWO NST		OP		76819	    	402	985	640.25	58.45	985	101.57	748.6	206.85	748.6	111.73	781.11	104.62	206.85	781.11	107.66	249.58	105.63	815.58	629.41	247.16	768.3	876.65	59.62	681.62	965.3	906.2	236.25	522.05	522.05	678.66	106.65	246.25
2/5/2024	CDM	133	10076825	PBB ECHOCARDIOGRAPHYFETAL REAL TIME		IP		76825	    	402	1897	1233.05	189.7	1897	N/A	1441.72	N/A	1441.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1570.72	1212.18	N/A	1479.66	1688.33	N/A	1312.72	1859.06	1745.24	N/A	1005.41	1005.41	1320.31	N/A	N/A
2/5/2024	CDM	134	10076825	PBB ECHOCARDIOGRAPHYFETAL REAL TIME		OP		76825	    	402	1897	1233.05	62.55	1897	101.57	1441.72	398.37	1441.72	111.73	1504.32	104.62	398.37	1504.32	107.66	480.66	105.63	1570.72	1212.18	475.99	1479.66	1688.33	299.17	1312.72	1859.06	1745.24	454.99	1005.41	1005.41	1307.03	106.65	474.25
2/5/2024	CDM	135	10076830	PBB ECHOGRAPHYTRANSVAGINAL		IP		76830	    	402	888	577.2	88.8	888	N/A	674.88	N/A	674.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	735.26	567.43	N/A	692.64	790.32	N/A	614.5	870.24	816.96	N/A	470.64	470.64	618.05	N/A	N/A
2/5/2024	CDM	136	10076830	PBB ECHOGRAPHYTRANSVAGINAL		OP		76830	    	402	888	577.2	58.45	888	84.9	674.88	186.48	674.88	93.39	704.18	87.45	186.48	704.18	89.99	225	88.3	735.26	567.43	222.82	692.64	790.32	59.62	614.5	870.24	816.96	212.99	470.64	470.64	611.83	89.15	222
2/5/2024	CDM	137	10076856	PBB ECHOPELVIC NONOBSTETRIC		IP		76856	    	402	1138	739.7	113.8	1138	N/A	864.88	N/A	864.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	942.26	727.18	N/A	887.64	1012.82	N/A	787.5	1115.24	1046.96	N/A	603.14	603.14	792.05	N/A	N/A
2/5/2024	CDM	138	10076856	PBB ECHOPELVIC NONOBSTETRIC		OP		76856	    	402	1138	739.7	58.45	1138	130.58	864.88	238.98	864.88	143.64	902.43	134.5	238.98	902.43	138.41	288.35	135.8	942.26	727.18	285.55	887.64	1012.82	59.62	787.5	1115.24	1046.96	272.95	603.14	603.14	784.08	137.11	284.5
2/5/2024	CDM	139	10076857	PBB SONO PELVIS LIMITED		IP		76857	    	402	884	574.6	88.4	884	N/A	671.84	N/A	671.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	731.95	564.88	N/A	689.52	786.76	N/A	611.73	866.32	813.28	N/A	468.52	468.52	615.26	N/A	N/A
2/5/2024	CDM	140	10076857	PBB SONO PELVIS LIMITED		OP		76857	    	402	884	574.6	56.65	884	84.9	671.84	185.64	671.84	93.39	701.01	87.45	185.64	701.01	89.99	223.99	88.3	731.95	564.88	221.81	689.52	786.76	59.62	611.73	866.32	813.28	212.03	468.52	468.52	609.08	89.15	221
2/5/2024	CDM	141	10076942	PBB ULTRASONIC GUIDANCE FOR NEEDLE BIOPSY		IP		76942	    	402	1757	1142.05	175.7	1757	N/A	1335.32	N/A	1335.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1454.8	1122.72	N/A	1370.46	1563.73	N/A	1215.84	1721.86	1616.44	N/A	931.21	931.21	1222.87	N/A	N/A
2/5/2024	CDM	142	10076942	PBB ULTRASONIC GUIDANCE FOR NEEDLE BIOPSY		OP		76942	    	402	1757	1142.05	81	1757	81	1335.32	368.97	1335.32	89.1	1393.3	83.43	368.97	1393.3	85.86	445.19	84.24	1454.8	1122.72	440.86	1370.46	1563.73	N/A	1215.84	1721.86	1616.44	421.42	931.21	931.21	1210.57	85.05	439.25
2/5/2024	CDM	143	10077002	PBB FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT		IP		77002	    	361	371	241.15	37.1	371	N/A	281.96	N/A	281.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	307.19	237.07	N/A	289.38	330.19	N/A	256.73	363.58	341.32	N/A	196.63	196.63	258.22	N/A	N/A
2/5/2024	CDM	144	10077002	PBB FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT		OP		77002	    	361	371	241.15	37.1	371	97.92	281.96	77.91	281.96	107.71	294.2	100.86	77.91	294.2	103.8	94	101.84	307.19	237.07	93.1	289.38	330.19	N/A	256.73	363.58	341.32	88.98	196.63	196.63	255.62	102.82	92.75
2/5/2024	CDM	145	10077003	PBB FLUORSCOPIC GUIDANCE SPINAL INJECTION		IP		77003	    	320	565	367.25	56.5	565	N/A	429.4	N/A	429.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	467.82	361.04	N/A	440.7	502.85	N/A	390.98	553.7	519.8	N/A	299.45	299.45	393.24	N/A	N/A
2/5/2024	CDM	146	10077003	PBB FLUORSCOPIC GUIDANCE SPINAL INJECTION		OP		77003	    	320	565	367.25	56.5	565	97.92	429.4	118.65	429.4	107.71	448.04	100.86	118.65	448.04	103.8	143.16	101.84	467.82	361.04	141.77	440.7	502.85	N/A	390.98	553.7	519.8	135.52	299.45	299.45	389.28	102.82	141.25
2/5/2024	CDM	147	10081002	PBB URINALYSISDIPSTICK NONAUTOMATED		IP		81002	    	301	15	9.75	1.5	15	N/A	11.4	N/A	11.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12.42	9.59	N/A	11.7	13.35	N/A	10.38	14.7	13.8	N/A	7.95	7.95	10.44	N/A	N/A
2/5/2024	CDM	148	10081002	PBB URINALYSISDIPSTICK NONAUTOMATED		OP		81002	    	301	15	9.75	1.5	15	5.54	11.4	3.15	11.4	6.09	11.89	5.71	3.15	11.89	5.87	3.78	5.76	12.42	9.59	3.74	11.7	13.35	1.98	10.38	14.7	13.8	3.59	7.95	7.95	10.33	5.82	3.75
2/5/2024	CDM	149	10081025	PBB PREGNANCY TESTURINE		IP		81025	    	301	131	85.15	13.1	131	N/A	99.56	N/A	99.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	108.47	83.71	N/A	102.18	116.59	N/A	90.65	128.38	120.52	N/A	69.43	69.43	91.18	N/A	N/A
2/5/2024	CDM	150	10081025	PBB PREGNANCY TESTURINE		OP		81025	    	301	131	85.15	4.8	131	5.54	99.56	27.51	99.56	6.09	103.88	5.71	27.51	103.88	5.87	33.06	5.76	108.47	83.71	32.73	102.18	116.59	4.9	90.65	128.38	120.52	31.29	69.43	69.43	90.26	5.82	32.75
2/5/2024	CDM	151	10082272	PBB BLOOD OCCULT BY PEROXIDASE QUALITATIVE FECES		IP		82272	    	301	59	38.35	5.9	59	N/A	44.84	N/A	44.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	48.85	37.7	N/A	46.02	52.51	N/A	40.83	57.82	54.28	N/A	31.27	31.27	41.06	N/A	N/A
2/5/2024	CDM	152	10082272	PBB BLOOD OCCULT BY PEROXIDASE QUALITATIVE FECES		OP		82272	    	301	59	38.35	2.36	59	10.22	44.84	12.39	44.84	11.24	46.79	10.53	12.39	46.79	10.83	14.89	10.63	48.85	37.7	14.74	46.02	52.51	2.41	40.83	57.82	54.28	14.09	31.27	31.27	40.65	10.73	14.75
2/5/2024	CDM	153	10083036	PBB HEMOGLOBIN GLYCOSYLATED A1C		IP		83036	    	300	196	127.4	19.6	196	N/A	148.96	N/A	148.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	162.29	125.24	N/A	152.88	174.44	N/A	135.63	192.08	180.32	N/A	103.88	103.88	136.42	N/A	N/A
