	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																			
2/5/2024	CDM	76	10007610	PBB ALBUTEROLINHAL SOLCOMPO		OP		J7610	    	250	9	5.85	0.11	9	0.11	6.03	2.16	6.03	0.12	5.73	0.11	2.16	5.72	0.12	2.46	0.11	7.18	3.68	2.43	6.75	7.11	2.39	N/A	5.85	8.1	6.75	2.33	4.77	4.77	5.6	0.12	2.43
2/5/2024	CDM	77	10007613	PBB ALBUTEROL INHAL		IP		J7613	    	636	9	5.85	0.9	550	N/A	6.03	N/A	6.03	N/A	5.73	N/A	N/A	5.72	N/A	N/A	N/A	7.18	3.68	N/A	6.75	7.11	N/A	N/A	5.85	8.1	6.75	N/A	4.77	4.77	5.45	N/A	N/A
2/5/2024	CDM	78	10007613	PBB ALBUTEROL INHAL		OP		J7613	    	636	9	5.85	0.03	9	0.04	6.03	2.16	6.03	0.04	0.12	0.04	0.03	0.12	0.04	2.46	0.04	7.18	3.68	2.43	6.75	7.11	2.39	N/A	5.85	8.1	6.75	2.33	4.77	4.77	5.6	0.04	2.43
2/5/2024	CDM	79	10007620	PBB ALBUTEROL NONCOMPOUNDED		IP		J7620	    	636	9	5.85	0.9	550	N/A	6.03	N/A	6.03	N/A	5.73	N/A	N/A	5.72	N/A	N/A	N/A	7.18	3.68	N/A	6.75	7.11	N/A	N/A	5.85	8.1	6.75	N/A	4.77	4.77	5.45	N/A	N/A
2/5/2024	CDM	80	10007620	PBB ALBUTEROL NONCOMPOUNDED		OP		J7620	    	636	9	5.85	0.13	9	0.15	6.03	2.16	6.03	0.17	0.46	0.15	0.13	0.46	0.16	2.46	0.16	7.18	3.68	2.43	6.75	7.11	2.39	N/A	5.85	8.1	6.75	2.33	4.77	4.77	5.6	0.16	2.43
2/5/2024	CDM	81	10009202	PBB GOSERELIN ACETATE IMPLANT		IP		J9202	    	636	880	572	88	880	N/A	589.6	N/A	589.6	N/A	560.56	N/A	N/A	559.68	N/A	N/A	N/A	702.24	359.92	N/A	660	695.2	N/A	N/A	572	792	660	N/A	466.4	466.4	533.28	N/A	N/A
2/5/2024	CDM	82	10009202	PBB GOSERELIN ACETATE IMPLANT		OP		J9202	    	636	880	572	88	1858.5	611.35	589.6	211.2	589.6	672.49	1858.5	629.69	613.57	1858.5	648.03	240.81	635.8	702.24	359.92	238.47	660	695.2	233.8	N/A	572	792	660	227.95	466.4	466.4	547.36	641.92	237.6
2/5/2024	CDM	83	10011981	PBB INSERT NONBIODEGRADABLE DRUG DEL IMPLANT		IP		11981	    	361	282	183.3	28.2	282	N/A	188.94	N/A	188.94	N/A	179.63	N/A	N/A	179.35	N/A	N/A	N/A	225.04	115.34	N/A	211.5	222.78	N/A	N/A	183.3	253.8	211.5	N/A	149.46	149.46	170.89	N/A	N/A
2/5/2024	CDM	84	10011981	PBB INSERT NONBIODEGRADABLE DRUG DEL IMPLANT		OP		11981	    	361	282	183.3	28.2	282.36	146.19	188.94	67.68	188.94	160.81	179.63	150.58	67.68	179.35	154.96	77.17	152.04	225.04	115.34	76.41	211.5	222.78	74.92	69.27	183.3	253.8	211.5	73.05	149.46	149.46	175.4	153.5	76.14
2/5/2024	CDM	85	10011983	PBB REMOVEINSERT DRUG IMPLANT		IP		11983	    	361	268	174.2	26.8	268	N/A	179.56	N/A	179.56	N/A	170.72	N/A	N/A	170.45	N/A	N/A	N/A	213.86	109.61	N/A	201	211.72	N/A	N/A	174.2	241.2	201	N/A	142.04	142.04	162.41	N/A	N/A
2/5/2024	CDM	86	10011983	PBB REMOVEINSERT DRUG IMPLANT		OP		11983	    	361	268	174.2	26.8	559.76	146.19	179.56	64.32	179.56	160.81	170.72	150.58	64.32	170.45	154.96	73.34	152.04	213.86	109.61	72.62	201	211.72	71.2	216.07	174.2	241.2	201	69.42	142.04	142.04	166.7	153.5	72.36
2/5/2024	CDM	87	10020553	PBB INJECTION TRIGGER POINTS		IP		20553	    	361	691	449.15	69.1	691	N/A	462.97	N/A	462.97	N/A	440.17	N/A	N/A	439.48	N/A	N/A	N/A	551.42	282.62	N/A	518.25	545.89	N/A	N/A	449.15	621.9	518.25	N/A	366.23	366.23	418.75	N/A	N/A
2/5/2024	CDM	88	10020553	PBB INJECTION TRIGGER POINTS		OP		20553	    	361	691	449.15	69.1	691.36	151.37	462.97	165.84	462.97	166.51	440.17	155.91	165.84	439.48	160.45	189.09	157.42	551.42	282.62	187.25	518.25	545.89	183.58	160.62	449.15	621.9	518.25	179	366.23	366.23	429.8	158.94	186.57
2/5/2024	CDM	89	10020600	PBB ARTHROCNT ASPIRINJ SMALL JTBURSA NO US		IP		20600	    	361	914	594.1	91.4	914	N/A	612.38	N/A	612.38	N/A	582.22	N/A	N/A	581.3	N/A	N/A	N/A	729.37	373.83	N/A	685.5	722.06	N/A	N/A	594.1	822.6	685.5	N/A	484.42	484.42	553.88	N/A	N/A
2/5/2024	CDM	90	10020600	PBB ARTHROCNT ASPIRINJ SMALL JTBURSA NO US		OP		20600	    	361	914	594.1	91.4	914.36	151.37	612.38	219.36	612.38	166.51	582.22	155.91	219.36	581.3	160.45	250.11	157.42	729.37	373.83	247.68	685.5	722.06	242.83	160.62	594.1	822.6	685.5	236.76	484.42	484.42	568.51	158.94	246.78
2/5/2024	CDM	91	10020605	PBB ARTHROCNT ASPIRINJ INTERM JTBURS NO US		IP		20605	    	361	1051	683.15	105.1	1051	N/A	704.17	N/A	704.17	N/A	669.49	N/A	N/A	668.44	N/A	N/A	N/A	838.7	429.86	N/A	788.25	830.29	N/A	N/A	683.15	945.9	788.25	N/A	557.03	557.03	636.91	N/A	N/A
2/5/2024	CDM	92	10020605	PBB ARTHROCNT ASPIRINJ INTERM JTBURS NO US		OP		20605	    	361	1051	683.15	105.1	1051.36	151.37	704.17	252.24	704.17	166.51	669.49	155.91	252.24	668.44	160.45	287.61	157.42	838.7	429.86	284.81	788.25	830.29	279.23	160.62	683.15	945.9	788.25	272.25	557.03	557.03	653.72	158.94	283.77
2/5/2024	CDM	93	10020610	PBB ARTHROCNT ASPIRINJ MAJOR JTBURSA NO US		IP		20610	    	361	691	449.15	69.1	691	N/A	462.97	N/A	462.97	N/A	440.17	N/A	N/A	439.48	N/A	N/A	N/A	551.42	282.62	N/A	518.25	545.89	N/A	N/A	449.15	621.9	518.25	N/A	366.23	366.23	418.75	N/A	N/A
2/5/2024	CDM	94	10020610	PBB ARTHROCNT ASPIRINJ MAJOR JTBURSA NO US		OP		20610	    	361	691	449.15	69.1	691.36	151.37	462.97	165.84	462.97	166.51	440.17	155.91	165.84	439.48	160.45	189.09	157.42	551.42	282.62	187.25	518.25	545.89	183.58	160.62	449.15	621.9	518.25	179	366.23	366.23	429.8	158.94	186.57
2/5/2024	CDM	95	10027096	PBB INJECTIONSACROILIAC JOINT		IP		27096	    	361	2784	1809.6	278.4	2784	N/A	1865.28	N/A	1865.28	N/A	1773.41	N/A	N/A	1770.62	N/A	N/A	N/A	2221.63	1138.66	N/A	2088	2199.36	N/A	N/A	1809.6	2505.6	2088	N/A	1475.52	1475.52	1687.1	N/A	N/A
2/5/2024	CDM	96	10027096	PBB INJECTIONSACROILIAC JOINT		OP		27096	    	361	2784	1809.6	274.16	2784.36	274.16	1865.28	668.16	1865.28	301.58	1773.41	282.38	668.16	1770.62	290.61	761.84	285.13	2221.63	1138.66	754.44	2088	2199.36	739.65	N/A	1809.6	2505.6	2088	721.16	1475.52	1475.52	1731.65	287.87	751.68
2/5/2024	CDM	97	10036416	PBB COLLECTION CAPILLARY BLOOD SPECIMEN		IP		36416	    	300	21	13.65	2.1	21	N/A	14.07	N/A	14.07	N/A	13.38	N/A	N/A	13.36	N/A	N/A	N/A	16.76	8.59	N/A	15.75	16.59	N/A	N/A	13.65	18.9	15.75	N/A	11.13	11.13	12.73	N/A	N/A
2/5/2024	CDM	98	10036416	PBB COLLECTION CAPILLARY BLOOD SPECIMEN		OP		36416	    	300	21	13.65	2.1	21	2.29	14.07	5.04	14.07	2.52	13.38	2.36	5.04	13.36	2.43	5.73	2.38	16.76	8.59	5.67	15.75	16.59	5.56	N/A	13.65	18.9	15.75	5.42	11.13	11.13	13.06	2.4	5.67
2/5/2024	CDM	99	10058301	PBB REMOVALIUD		IP		58301	    	361	777	505.05	77.7	777	N/A	520.59	N/A	520.59	N/A	494.95	N/A	N/A	494.17	N/A	N/A	N/A	620.05	317.79	N/A	582.75	613.83	N/A	N/A	505.05	699.3	582.75	N/A	411.81	411.81	470.86	N/A	N/A
2/5/2024	CDM	100	10058301	PBB REMOVALIUD		OP		58301	    	361	777	505.05	59.41	777.36	59.41	520.59	186.48	520.59	65.35	494.95	61.19	186.48	494.17	62.97	212.62	61.79	620.05	317.79	210.55	582.75	613.83	206.43	173.97	505.05	699.3	582.75	201.28	411.81	411.81	483.29	62.38	209.79
2/5/2024	CDM	101	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		IP		62273	    	361	1806	1173.9	180.6	1806	N/A	1210.02	N/A	1210.02	N/A	1150.42	N/A	N/A	1148.62	N/A	N/A	N/A	1441.19	738.65	N/A	1354.5	1426.74	N/A	N/A	1173.9	1625.4	1354.5	N/A	957.18	957.18	1094.44	N/A	N/A
2/5/2024	CDM	102	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		OP		62273	    	361	1806	1173.9	180.6	1806.36	489.81	1210.02	433.44	1210.02	538.79	1150.42	504.5	433.44	1148.62	519.2	494.21	509.4	1441.19	738.65	489.41	1354.5	1426.74	479.82	375.02	1173.9	1625.4	1354.5	467.82	957.18	957.18	1123.33	514.3	487.62
2/5/2024	CDM	103	10062290	PBB INJECT DISKOGRAMLUMBAREA LEVEL		IP		62290	    	361	534	347.1	53.4	534	N/A	357.78	N/A	357.78	N/A	340.16	N/A	N/A	339.62	N/A	N/A	N/A	426.13	218.41	N/A	400.5	421.86	N/A	N/A	347.1	480.6	400.5	N/A	283.02	283.02	323.6	N/A	N/A
2/5/2024	CDM	104	10062290	PBB INJECT DISKOGRAMLUMBAREA LEVEL		OP		62290	    	361	534	347.1	53.4	534.36	71.02	357.78	128.16	357.78	78.12	340.16	73.15	128.16	339.62	75.28	146.13	73.86	426.13	218.41	144.7	400.5	421.86	141.87	N/A	347.1	480.6	400.5	138.33	283.02	283.02	332.15	74.57	144.18
2/5/2024	CDM	105	10063650	PBB PERCUT IMPLNT NEUROELECTEPIDURAL		IP		63650	    	361	2764	1796.6	276.4	2764	N/A	1851.88	N/A	1851.88	N/A	1760.67	N/A	N/A	1757.9	N/A	N/A	N/A	2205.67	1130.48	N/A	2073	2183.56	N/A	N/A	1796.6	2487.6	2073	N/A	1464.92	1464.92	1674.98	N/A	N/A
2/5/2024	CDM	106	10063650	PBB PERCUT IMPLNT NEUROELECTEPIDURAL		OP		63650	    	361	2764	1796.6	276.4	9608.2	3660.2	1851.88	663.36	1851.88	4026.22	1760.67	3770.01	663.36	1757.9	3879.81	756.37	3806.61	2205.67	1130.48	749.02	2073	2183.56	734.34	3708.8	1796.6	2487.6	2073	715.98	1464.92	1464.92	1719.21	3843.21	746.28
2/5/2024	CDM	107	10064405	PBB INJECTION ANES OCCIPITAL NERVE		IP		64405	    	361	691	449.15	69.1	691	N/A	462.97	N/A	462.97	N/A	440.17	N/A	N/A	439.48	N/A	N/A	N/A	551.42	282.62	N/A	518.25	545.89	N/A	N/A	449.15	621.9	518.25	N/A	366.23	366.23	418.75	N/A	N/A
2/5/2024	CDM	108	10064405	PBB INJECTION ANES OCCIPITAL NERVE		OP		64405	    	361	691	449.15	69.1	691.36	250.59	462.97	165.84	462.97	275.65	440.17	258.11	165.84	439.48	265.63	189.09	260.61	551.42	282.62	187.25	518.25	545.89	183.58	160.62	449.15	621.9	518.25	179	366.23	366.23	429.8	263.12	186.57
2/5/2024	CDM	109	10064415	PBB INJANES AGENTBRACHIAL PLEXUSSINGLE		IP		64415	    	361	159	103.35	15.9	159	N/A	106.53	N/A	106.53	N/A	101.28	N/A	N/A	101.12	N/A	N/A	N/A	126.88	65.03	N/A	119.25	125.61	N/A	N/A	103.35	143.1	119.25	N/A	84.27	84.27	96.35	N/A	N/A
2/5/2024	CDM	110	10064415	PBB INJANES AGENTBRACHIAL PLEXUSSINGLE		OP		64415	    	361	159	103.35	15.9	1280.53	609.53	106.53	38.16	106.53	670.48	101.28	627.82	38.16	101.12	646.1	43.51	633.91	126.88	65.03	43.08	119.25	125.61	42.24	494.29	103.35	143.1	119.25	41.19	84.27	84.27	98.9	640.01	42.93
2/5/2024	CDM	111	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		IP		64420	    	361	1633	1061.45	163.3	1633	N/A	1094.11	N/A	1094.11	N/A	1040.22	N/A	N/A	1038.59	N/A	N/A	N/A	1303.13	667.9	N/A	1224.75	1290.07	N/A	N/A	1061.45	1469.7	1224.75	N/A	865.49	865.49	989.6	N/A	N/A
2/5/2024	CDM	112	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		OP		64420	    	361	1633	1061.45	163.3	1633.36	250.59	1094.11	391.92	1094.11	275.65	1040.22	258.11	391.92	1038.59	265.63	446.88	260.61	1303.13	667.9	442.53	1224.75	1290.07	433.86	375.02	1061.45	1469.7	1224.75	423.01	865.49	865.49	1015.73	263.12	440.91
2/5/2024	CDM	113	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		IP		64421	    	361	1633	1061.45	163.3	1633	N/A	1094.11	N/A	1094.11	N/A	1040.22	N/A	N/A	1038.59	N/A	N/A	N/A	1303.13	667.9	N/A	1224.75	1290.07	N/A	N/A	1061.45	1469.7	1224.75	N/A	865.49	865.49	989.6	N/A	N/A
2/5/2024	CDM	114	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		OP		64421	    	361	1633	1061.45	163.3	1633.36	609.53	1094.11	391.92	1094.11	670.48	1040.22	627.82	391.92	1038.59	646.1	446.88	633.91	1303.13	667.9	442.53	1224.75	1290.07	433.86	494.29	1061.45	1469.7	1224.75	423.01	865.49	865.49	1015.73	640.01	440.91
2/5/2024	CDM	115	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		IP		64425	    	361	1792	1164.8	179.2	1792	N/A	1200.64	N/A	1200.64	N/A	1141.5	N/A	N/A	1139.71	N/A	N/A	N/A	1430.02	732.93	N/A	1344	1415.68	N/A	N/A	1164.8	1612.8	1344	N/A	949.76	949.76	1085.95	N/A	N/A
2/5/2024	CDM	116	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		OP		64425	    	361	1792	1164.8	179.2	1792.36	250.59	1200.64	430.08	1200.64	275.65	1141.5	258.11	430.08	1139.71	265.63	490.38	260.61	1430.02	732.93	485.62	1344	1415.68	476.1	375.02	1164.8	1612.8	1344	464.19	949.76	949.76	1114.62	263.12	483.84
2/5/2024	CDM	117	10064450	PBB INJECT NERV BLCKOTHR PERIPH NERV		IP		64450	    	361	987	641.55	98.7	987	N/A	661.29	N/A	661.29	N/A	628.72	N/A	N/A	627.73	N/A	N/A	N/A	787.63	403.68	N/A	740.25	779.73	N/A	N/A	641.55	888.3	740.25	N/A	523.11	523.11	598.12	N/A	N/A
2/5/2024	CDM	118	10064450	PBB INJECT NERV BLCKOTHR PERIPH NERV		OP		64450	    	361	987	641.55	98.7	987.36	250.59	661.29	236.88	661.29	275.65	628.72	258.11	236.88	627.73	265.63	270.1	260.61	787.63	403.68	267.47	740.25	779.73	262.23	375.02	641.55	888.3	740.25	255.67	523.11	523.11	613.91	263.12	266.49
2/5/2024	CDM	119	10064479	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		IP		64479	    	361	3216	2090.4	321.6	3216	N/A	2154.72	N/A	2154.72	N/A	2048.59	N/A	N/A	2045.38	N/A	N/A	N/A	2566.37	1315.34	N/A	2412	2540.64	N/A	N/A	2090.4	2894.4	2412	N/A	1704.48	1704.48	1948.9	N/A	N/A
2/5/2024	CDM	120	10064479	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		OP		64479	    	361	3216	2090.4	321.6	3216.36	489.81	2154.72	771.84	2154.72	538.79	2048.59	504.5	771.84	2045.38	519.2	880.06	509.4	2566.37	1315.34	871.51	2412	2540.64	854.43	494.29	2090.4	2894.4	2412	833.06	1704.48	1704.48	2000.35	514.3	868.32
2/5/2024	CDM	121	10064480	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		IP		64480	    	361	1645	1069.25	164.5	1645	N/A	1102.15	N/A	1102.15	N/A	1047.87	N/A	N/A	1046.22	N/A	N/A	N/A	1312.71	672.8	N/A	1233.75	1299.55	N/A	N/A	1069.25	1480.5	1233.75	N/A	871.85	871.85	996.87	N/A	N/A
2/5/2024	CDM	122	10064480	PBB INJECT ANESSTEROID FORAMEN CERVTHORACIC		OP		64480	    	361	1645	1069.25	164.5	1645.36	489.81	1102.15	394.8	1102.15	538.79	1047.87	504.5	394.8	1046.22	519.2	450.15	509.4	1312.71	672.8	445.78	1233.75	1299.55	437.04	N/A	1069.25	1480.5	1233.75	426.12	871.85	871.85	1023.19	514.3	444.15
2/5/2024	CDM	123	10064483	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		IP		64483	    	361	2320	1508	232	2320	N/A	1554.4	N/A	1554.4	N/A	1477.84	N/A	N/A	1475.52	N/A	N/A	N/A	1851.36	948.88	N/A	1740	1832.8	N/A	N/A	1508	2088	1740	N/A	1229.6	1229.6	1405.92	N/A	N/A
2/5/2024	CDM	124	10064483	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		OP		64483	    	361	2320	1508	232	2320.36	489.81	1554.4	556.8	1554.4	538.79	1477.84	504.5	556.8	1475.52	519.2	634.87	509.4	1851.36	948.88	628.7	1740	1832.8	616.38	494.29	1508	2088	1740	600.97	1229.6	1229.6	1443.04	514.3	626.4
2/5/2024	CDM	125	10064484	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		IP		64484	    	361	1270	825.5	127	1270	N/A	850.9	N/A	850.9	N/A	808.99	N/A	N/A	807.72	N/A	N/A	N/A	1013.46	519.43	N/A	952.5	1003.3	N/A	N/A	825.5	1143	952.5	N/A	673.1	673.1	769.62	N/A	N/A
2/5/2024	CDM	126	10064484	PBB INJECT ANESSTEROID FORAMEN LUMBARSACRAL		OP		64484	    	361	1270	825.5	127	1270.36	489.81	850.9	304.8	850.9	538.79	808.99	504.5	304.8	807.72	519.2	347.53	509.4	1013.46	519.43	344.15	952.5	1003.3	337.41	N/A	825.5	1143	952.5	328.98	673.1	673.1	789.94	514.3	342.9
2/5/2024	CDM	127	10064490	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 1ST		IP		64490	    	361	3216	2090.4	321.6	3216	N/A	2154.72	N/A	2154.72	N/A	2048.59	N/A	N/A	2045.38	N/A	N/A	N/A	2566.37	1315.34	N/A	2412	2540.64	N/A	N/A	2090.4	2894.4	2412	N/A	1704.48	1704.48	1948.9	N/A	N/A
2/5/2024	CDM	128	10064490	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 1ST		OP		64490	    	361	3216	2090.4	321.6	3216.36	489.81	2154.72	771.84	2154.72	538.79	2048.59	504.5	771.84	2045.38	519.2	880.06	509.4	2566.37	1315.34	871.51	2412	2540.64	854.43	494.29	2090.4	2894.4	2412	833.06	1704.48	1704.48	2000.35	514.3	868.32
2/5/2024	CDM	129	10064491	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 2ND		IP		64491	    	361	97	63.05	9.7	97	N/A	64.99	N/A	64.99	N/A	61.79	N/A	N/A	61.69	N/A	N/A	N/A	77.41	39.67	N/A	72.75	76.63	N/A	N/A	63.05	87.3	72.75	N/A	51.41	51.41	58.78	N/A	N/A
2/5/2024	CDM	130	10064491	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR 2ND		OP		64491	    	361	97	63.05	9.7	538.79	489.81	64.99	23.28	64.99	538.79	61.79	504.5	23.28	61.69	519.2	26.54	509.4	77.41	39.67	26.28	72.75	76.63	25.77	N/A	63.05	87.3	72.75	25.13	51.41	51.41	60.33	514.3	26.19
2/5/2024	CDM	131	10064492	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR ADDL		IP		64492	    	361	103	66.95	10.3	103	N/A	69.01	N/A	69.01	N/A	65.61	N/A	N/A	65.51	N/A	N/A	N/A	82.19	42.13	N/A	77.25	81.37	N/A	N/A	66.95	92.7	77.25	N/A	54.59	54.59	62.42	N/A	N/A
2/5/2024	CDM	132	10064492	PBB INJ DXTHER AGNT FACET JOINT CERVTHOR ADDL		OP		64492	    	361	103	66.95	10.3	538.79	489.81	69.01	24.72	69.01	538.79	65.61	504.5	24.72	65.51	519.2	28.18	509.4	82.19	42.13	27.9	77.25	81.37	27.36	N/A	66.95	92.7	77.25	26.68	54.59	54.59	64.07	514.3	27.81
2/5/2024	CDM	133	10064493	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 1ST		IP		64493	    	361	3216	2090.4	321.6	3216	N/A	2154.72	N/A	2154.72	N/A	2048.59	N/A	N/A	2045.38	N/A	N/A	N/A	2566.37	1315.34	N/A	2412	2540.64	N/A	N/A	2090.4	2894.4	2412	N/A	1704.48	1704.48	1948.9	N/A	N/A
2/5/2024	CDM	134	10064493	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 1ST		OP		64493	    	361	3216	2090.4	321.6	3216.36	489.81	2154.72	771.84	2154.72	538.79	2048.59	504.5	771.84	2045.38	519.2	880.06	509.4	2566.37	1315.34	871.51	2412	2540.64	854.43	494.29	2090.4	2894.4	2412	833.06	1704.48	1704.48	2000.35	514.3	868.32
2/5/2024	CDM	135	10064494	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 2ND		IP		64494	    	361	1133	736.45	113.3	1133	N/A	759.11	N/A	759.11	N/A	721.72	N/A	N/A	720.59	N/A	N/A	N/A	904.13	463.4	N/A	849.75	895.07	N/A	N/A	736.45	1019.7	849.75	N/A	600.49	600.49	686.6	N/A	N/A
2/5/2024	CDM	136	10064494	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC 2ND		OP		64494	    	361	1133	736.45	113.3	1133.36	489.81	759.11	271.92	759.11	538.79	721.72	504.5	271.92	720.59	519.2	310.05	509.4	904.13	463.4	307.04	849.75	895.07	301.02	N/A	736.45	1019.7	849.75	293.49	600.49	600.49	704.73	514.3	305.91
2/5/2024	CDM	137	10064495	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC ADDL		IP		64495	    	361	105	68.25	10.5	105	N/A	70.35	N/A	70.35	N/A	66.89	N/A	N/A	66.78	N/A	N/A	N/A	83.79	42.95	N/A	78.75	82.95	N/A	N/A	68.25	94.5	78.75	N/A	55.65	55.65	63.63	N/A	N/A
2/5/2024	CDM	138	10064495	PBB INJ DXTHER AGNT FACET JOINT LUMBSAC ADDL		OP		64495	    	361	105	68.25	10.5	538.79	489.81	70.35	25.2	70.35	538.79	66.89	504.5	25.2	66.78	519.2	28.74	509.4	83.79	42.95	28.45	78.75	82.95	27.9	N/A	68.25	94.5	78.75	27.2	55.65	55.65	65.31	514.3	28.35
2/5/2024	CDM	139	10064505	PBB INJECT NERV BLCKSPHENOPALAT GANGLN		IP		64505	    	361	52	33.8	5.2	52	N/A	34.84	N/A	34.84	N/A	33.12	N/A	N/A	33.07	N/A	N/A	N/A	41.5	21.27	N/A	39	41.08	N/A	N/A	33.8	46.8	39	N/A	27.56	27.56	31.51	N/A	N/A
2/5/2024	CDM	140	10064505	PBB INJECT NERV BLCKSPHENOPALAT GANGLN		OP		64505	    	361	52	33.8	5.2	416.1	250.59	34.84	12.48	34.84	275.65	33.12	258.11	12.48	33.07	265.63	14.23	260.61	41.5	21.27	14.09	39	41.08	13.82	160.62	33.8	46.8	39	13.47	27.56	27.56	32.34	263.12	14.04
2/5/2024	CDM	141	10064510	PBB INJECT NERV BLCKSTELLATE GANGLION		IP		64510	    	361	159	103.35	15.9	159	N/A	106.53	N/A	106.53	N/A	101.28	N/A	N/A	101.12	N/A	N/A	N/A	126.88	65.03	N/A	119.25	125.61	N/A	N/A	103.35	143.1	119.25	N/A	84.27	84.27	96.35	N/A	N/A
2/5/2024	CDM	142	10064510	PBB INJECT NERV BLCKSTELLATE GANGLION		OP		64510	    	361	159	103.35	15.9	1280.53	609.53	106.53	38.16	106.53	670.48	101.28	627.82	38.16	101.12	646.1	43.51	633.91	126.88	65.03	43.08	119.25	125.61	42.24	494.29	103.35	143.1	119.25	41.19	84.27	84.27	98.9	640.01	42.93
2/5/2024	CDM	143	10064520	PBB INJECT NERV BLCKPARAVERT SYMPATH		IP		64520	    	361	314	204.1	31.4	314	N/A	210.38	N/A	210.38	N/A	200.02	N/A	N/A	199.7	N/A	N/A	N/A	250.57	128.43	N/A	235.5	248.06	N/A	N/A	204.1	282.6	235.5	N/A	166.42	166.42	190.28	N/A	N/A
2/5/2024	CDM	144	10064520	PBB INJECT NERV BLCKPARAVERT SYMPATH		OP		64520	    	361	314	204.1	31.4	1280.53	489.81	210.38	75.36	210.38	538.79	200.02	504.5	75.36	199.7	519.2	85.92	509.4	250.57	128.43	85.08	235.5	248.06	83.42	494.29	204.1	282.6	235.5	81.34	166.42	166.42	195.31	514.3	84.78
2/5/2024	CDM	145	10064530	PBB INJECT NERV BLCKCELIAC PLEXUS		IP		64530	    	361	296	192.4	29.6	296	N/A	198.32	N/A	198.32	N/A	188.55	N/A	N/A	188.26	N/A	N/A	N/A	236.21	121.06	N/A	222	233.84	N/A	N/A	192.4	266.4	222	N/A	156.88	156.88	179.38	N/A	N/A
2/5/2024	CDM	146	10064530	PBB INJECT NERV BLCKCELIAC PLEXUS		OP		64530	    	361	296	192.4	29.6	1280.53	609.53	198.32	71.04	198.32	670.48	188.55	627.82	71.04	188.26	646.1	81	633.91	236.21	121.06	80.21	222	233.84	78.64	494.29	192.4	266.4	222	76.67	156.88	156.88	184.11	640.01	79.92
2/5/2024	CDM	147	10064615	PBB CHEMODENVERV MUSC MIGRAINE		IP		64615	    	361	691	449.15	69.1	691	N/A	462.97	N/A	462.97	N/A	440.17	N/A	N/A	439.48	N/A	N/A	N/A	551.42	282.62	N/A	518.25	545.89	N/A	N/A	449.15	621.9	518.25	N/A	366.23	366.23	418.75	N/A	N/A
2/5/2024	CDM	148	10064615	PBB CHEMODENVERV MUSC MIGRAINE		OP		64615	    	361	691	449.15	69.1	691.36	250.59	462.97	165.84	462.97	275.65	440.17	258.11	165.84	439.48	265.63	189.09	260.61	551.42	282.62	187.25	518.25	545.89	183.58	160.62	449.15	621.9	518.25	179	366.23	366.23	429.8	263.12	186.57
2/5/2024	CDM	149	10064633	PBB DSTR NROLYTC AGNT FACET CERVTHOR 1ST		IP		64633	    	361	615	399.75	61.5	615	N/A	412.05	N/A	412.05	N/A	391.75	N/A	N/A	391.14	N/A	N/A	N/A	490.77	251.53	N/A	461.25	485.85	N/A	N/A	399.75	553.5	461.25	N/A	325.95	325.95	372.69	N/A	N/A
2/5/2024	CDM	150	10064633	PBB DSTR NROLYTC AGNT FACET CERVTHOR 1ST		OP		64633	    	361	615	399.75	61.5	2712.51	489.81	412.05	147.6	412.05	538.79	391.75	504.5	147.6	391.14	519.2	168.29	509.4	490.77	251.53	166.65	461.25	485.85	163.39	1047.04	399.75	553.5	461.25	159.31	325.95	325.95	382.53	514.3	166.05
