	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																													
2/15/2024	CDM	65	10000040	PBB INJECTIONBETAMETHASONE ACETATE PER 3MG		IP		J0702	    	250	71	46.15	7.1	71	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	35.5	N/A	N/A	N/A	30.46	35.15	N/A	N/A	N/A	34.08	N/A	N/A	53.25	36.92	N/A	N/A	N/A	N/A	56.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	66	10000040	PBB INJECTIONBETAMETHASONE ACETATE PER 3MG		OP		J0702	    	250	71	46.15	7.1	71	N/A	71	54.88	N/A	58.36	N/A	58.36	71	N/A	71	N/A	N/A	N/A	35.5	71	N/A	71	29.89	32.66	49.7	N/A	49.7	34.08	N/A	32.78	53.25	36.92	N/A	17.04	17.04	44.73	56.8	N/A	71	0	71	N/A	N/A
2/15/2024	CDM	67	10000041	PBB PAP SMEAR MED		IP		Q0091	    	311	108	70.2	10.8	108	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	54	N/A	N/A	N/A	46.33	53.46	N/A	N/A	N/A	51.84	N/A	N/A	81	56.16	N/A	N/A	N/A	N/A	86.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	68	10000041	PBB PAP SMEAR MED		OP		Q0091	    	311	108	70.2	10.8	108.44	17.1	108	83.48	26.48	88.78	27.27	88.78	108	80.32	108	26.48	80.32	26.48	54	108	27.27	108	45.47	49.68	75.6	27.56	75.6	51.84	16.15	71.05	81	56.16	25.82	25.92	25.92	68.04	86.4	26.48	25.89	15.5	108	15.83	27.02
2/15/2024	CDM	69	10000042	PBB INJECTION ONDANSETRON HC		IP		J2405	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	70	10000042	PBB INJECTION ONDANSETRON HC		OP		J2405	    	250	9	5.85	0.13	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	3.79	4.14	6.3	N/A	6.3	4.32	N/A	3.27	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	0	9	N/A	N/A
2/15/2024	CDM	71	10000071	PBB NEW PATIENT 1839 YEARS ONLY G0101		IP		99395	    	761	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	72	10000071	PBB NEW PATIENT 1839 YEARS ONLY G0101		OP		99395	    	761	144	93.6	14.4	144	72.84	144	111.31	34.56	118.37	N/A	118.37	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	68.79	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	80.07	0	144	67.44	N/A
2/15/2024	CDM	73	10000072	PBB HEMOGLOBIN GLYCOSYLATED A1C  QW		IP		83036	    	300	217	141.05	21.7	217	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	108.5	N/A	N/A	N/A	93.09	107.41	N/A	N/A	N/A	104.16	N/A	N/A	162.75	112.84	N/A	N/A	N/A	N/A	173.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	74	10000072	PBB HEMOGLOBIN GLYCOSYLATED A1C  QW		OP		83036	    	300	217	141.05	5.42	217	5.85	217	16.24	9.52	17.25	9.8	16.24	217	10.2	217	9.52	10.2	8.08	108.5	217	9.8	217	67.06	20.88	151.9	9.9	151.9	104.16	5.53	76.17	162.75	112.84	9.28	52.08	52.08	136.71	173.6	9.52	8.52	19.86	217	5.42	9.71
2/15/2024	CDM	75	10000108	PBB DIAB MANAGE TRN PER INDIV		IP		G0108	    	942	181	117.65	18.1	181	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	90.5	N/A	N/A	N/A	77.65	89.59	N/A	N/A	N/A	86.88	N/A	N/A	135.75	94.12	N/A	N/A	N/A	N/A	144.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	76	10000108	PBB DIAB MANAGE TRN PER INDIV		OP		G0108	    	942	181	117.65	18.1	181	30.99	181	139.91	50.38	148.78	51.89	148.78	181	51.41	181	50.38	51.41	50.38	90.5	181	51.89	181	76.2	83.26	126.7	52.44	126.7	86.88	29.26	106.63	135.75	94.12	49.12	43.44	43.44	114.03	144.8	50.38	50.31	75.66	181	28.69	51.41
2/15/2024	CDM	77	10000109	PBB DIAB MANAGE TRN INDGROUP		IP		G0109	    	942	141	91.65	14.1	141	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	70.5	N/A	N/A	N/A	60.49	69.8	N/A	N/A	N/A	67.68	N/A	N/A	105.75	73.32	N/A	N/A	N/A	N/A	112.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	78	10000109	PBB DIAB MANAGE TRN INDGROUP		OP		G0109	    	942	141	91.65	8.25	141	8.91	141	108.99	14.49	115.9	14.93	115.9	141	14.79	141	14.49	14.79	14.49	70.5	141	14.93	141	59.36	64.86	98.7	15.09	98.7	67.68	8.42	30.19	105.75	73.32	14.13	33.84	33.84	88.83	112.8	14.49	14.26	58.94	141	8.25	14.79
2/15/2024	CDM	79	10000111	PBB WET MOUNTS W PREPARATIONS		IP		Q0111	    	311	31	20.15	3.1	31	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	15.5	N/A	N/A	N/A	13.3	15.35	N/A	N/A	N/A	14.88	N/A	N/A	23.25	16.12	N/A	N/A	N/A	N/A	24.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	80	10000111	PBB WET MOUNTS W PREPARATIONS		OP		Q0111	    	311	31	20.15	3.1	58.61	10.7	31	25.33	17.4	26.91	17.92	25.33	31	18.65	31	17.4	18.65	14.8	15.5	31	17.92	31	31	31	21.7	18.12	21.7	14.88	10.11	10.88	23.25	16.12	16.97	7.44	7.44	19.53	24.8	17.4	15.18	8.73	31	9.91	17.76
2/15/2024	CDM	81	10000171	PBB INJECTION BUMETANIDE 0 5MG		IP		S0171	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	82	10000171	PBB INJECTION BUMETANIDE 0 5MG		OP		S0171	    	250	9	5.85	0.01	9	0.01	9	6.96	2.16	7.4	N/A	7.4	9	1.38	9	N/A	1.38	N/A	4.5	9	N/A	9	3.79	4.14	6.3	N/A	6.3	4.32	0.01	3.16	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	0	9	0.01	N/A
2/15/2024	CDM	83	10000561	PBB PENICILLIN G BENZATHINE INJ		IP		J0561	    	636	29	18.85	2.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	14.5	N/A	N/A	N/A	12.44	14.36	N/A	N/A	N/A	13.92	N/A	N/A	21.75	15.08	N/A	N/A	N/A	N/A	23.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	84	10000561	PBB PENICILLIN G BENZATHINE INJ		OP		J0561	    	636	29	18.85	2.9	44.76	N/A	29	22.42	N/A	23.84	N/A	23.84	29	44.76	29	N/A	44.76	N/A	14.5	29	N/A	29	19.93	13.34	20.3	N/A	20.3	13.92	N/A	10.18	21.75	15.08	N/A	6.96	6.96	18.27	23.2	N/A	29	12.12	29	N/A	N/A
2/15/2024	CDM	85	10000585	PBB INJECTION ONABOTULINUMTOXINA		IP		J0585	    	636	16	10.4	1.6	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	8	N/A	N/A	N/A	6.86	7.92	N/A	N/A	N/A	7.68	N/A	N/A	12	8.32	N/A	N/A	N/A	N/A	12.8	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	86	10000585	PBB INJECTION ONABOTULINUMTOXINA		OP		J0585	    	636	16	10.4	1.6	20.89	3.81	16	12.37	6.23	13.15	6.41	13.15	16	14.05	16	6.23	14.05	6.23	8	16	6.41	16	6.69	7.36	11.2	6.46	11.2	7.68	3.6	10.25	12	8.32	6.07	3.84	3.84	10.08	12.8	6.23	16	6.69	16	3.53	6.33
2/15/2024	CDM	87	10000696	PBB INJECTIONROCEPHIN 250 MG		IP		J0696	    	636	58	37.7	5.8	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	29	N/A	N/A	N/A	24.88	28.71	N/A	N/A	N/A	27.84	N/A	N/A	43.5	30.16	N/A	N/A	N/A	N/A	46.4	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	88	10000696	PBB INJECTIONROCEPHIN 250 MG		OP		J0696	    	636	58	37.7	0.58	58	N/A	58	44.83	N/A	47.68	N/A	47.68	58	N/A	58	N/A	N/A	N/A	29	58	N/A	58	0.58	26.68	40.6	N/A	40.6	27.84	N/A	20.94	43.5	30.16	N/A	13.92	13.92	36.54	46.4	N/A	58	24.24	58	N/A	N/A
2/15/2024	CDM	89	10001020	PBB INJECTIONDEPOMEDROL 20 MG		IP		J1020	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	90	10001020	PBB INJECTIONDEPOMEDROL 20 MG		OP		J1020	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	5.07	4.14	6.3	N/A	6.3	4.32	N/A	9	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	91	10001030	PBB INJECTIONDEPOMEDROL 40 MG		IP		J1030	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	92	10001030	PBB INJECTIONDEPOMEDROL 40 MG		OP		J1030	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	8.87	4.14	6.3	N/A	6.3	4.32	N/A	9	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	93	10001040	PBB INJECTIONDEPOMEDROL 80 MG		IP		J1040	    	636	40	26	4	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	20	N/A	N/A	N/A	17.16	19.8	N/A	N/A	N/A	19.2	N/A	N/A	30	20.8	N/A	N/A	N/A	N/A	32	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	94	10001040	PBB INJECTIONDEPOMEDROL 80 MG		OP		J1040	    	636	40	26	4	40	N/A	40	30.92	N/A	32.88	N/A	32.88	40	N/A	40	N/A	N/A	N/A	20	40	N/A	40	13.44	18.4	28	N/A	28	19.2	N/A	27.23	30	20.8	N/A	9.6	9.6	25.2	32	N/A	40	16.72	40	N/A	N/A
2/15/2024	CDM	95	10001050	PBB DEPO PROVERA 1 MG		IP		J1050	    	636	1	0.65	0.1	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	0.5	N/A	N/A	N/A	0.43	0.49	N/A	N/A	N/A	0.48	N/A	N/A	0.75	0.52	N/A	N/A	N/A	N/A	0.8	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	96	10001050	PBB DEPO PROVERA 1 MG		OP		J1050	    	636	1	0.65	0.1	1	N/A	1	0.77	N/A	0.82	N/A	0.82	1	N/A	1	N/A	N/A	N/A	0.5	1	N/A	1	0.63	0.46	0.7	N/A	0.7	0.48	N/A	0.35	0.75	0.52	N/A	0.24	0.24	0.63	0.8	N/A	1	0.42	1	N/A	N/A
2/15/2024	CDM	97	10001100	PBB DEXAMETHASONE SODIUM PHOS		IP		J1100	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	98	10001100	PBB DEXAMETHASONE SODIUM PHOS		OP		J1100	    	636	9	5.85	0.14	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	0.14	4.14	6.3	N/A	6.3	4.32	N/A	3.32	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	99	10001200	PBB DIPHENHYDRAMINE HCL INJECTIO		IP		J1200	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	100	10001200	PBB DIPHENHYDRAMINE HCL INJECTIO		OP		J1200	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	1.29	4.14	6.3	N/A	6.3	4.32	N/A	4.2	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	101	10001650	PBB INJECTION ENOXAPARIN SODIUM 10MG		IP		J1650	    	636	6	3.9	0.6	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	3	N/A	N/A	N/A	2.57	2.97	N/A	N/A	N/A	2.88	N/A	N/A	4.5	3.12	N/A	N/A	N/A	N/A	4.8	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	102	10001650	PBB INJECTION ENOXAPARIN SODIUM 10MG		OP		J1650	    	636	6	3.9	0.6	6	N/A	6	4.64	N/A	4.93	N/A	4.93	6	N/A	6	N/A	N/A	N/A	3	6	N/A	6	0.9	2.76	4.2	N/A	4.2	2.88	N/A	2.92	4.5	3.12	N/A	1.44	1.44	3.78	4.8	N/A	6	2.51	6	N/A	N/A
2/15/2024	CDM	103	10001726	PBB HYDROXYPROGESTERONE CAPROATE MAKENA 10MG		IP		J1726	    	636	88	57.2	8.8	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	44	N/A	N/A	N/A	37.75	43.56	N/A	N/A	N/A	42.24	N/A	N/A	66	45.76	N/A	N/A	N/A	N/A	70.4	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	104	10001726	PBB HYDROXYPROGESTERONE CAPROATE MAKENA 10MG		OP		J1726	    	636	88	57.2	8.8	88	N/A	88	68.02	N/A	72.34	N/A	72.34	88	30.68	88	N/A	30.68	N/A	44	88	N/A	88	0	40.48	61.6	N/A	61.6	42.24	N/A	30.89	66	45.76	N/A	21.12	21.12	55.44	70.4	N/A	88	36.78	88	N/A	N/A
2/15/2024	CDM	105	10001729	PBB INJECTION HYDROXYPROGESTERONE CAPROATE		IP		J1729	    	636	1719	1117.35	171.9	1719	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	859.5	N/A	N/A	N/A	737.45	850.9	N/A	N/A	N/A	825.12	N/A	N/A	1289.25	893.88	N/A	N/A	N/A	N/A	1375.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	106	10001729	PBB INJECTION HYDROXYPROGESTERONE CAPROATE		OP		J1729	    	636	1719	1117.35	13.72	1719	N/A	1719	1328.79	N/A	1413.02	N/A	1413.02	1719	19.65	1719	N/A	19.65	N/A	859.5	1719	N/A	1719	15.3	790.74	1203.3	N/A	1203.3	825.12	N/A	603.37	1289.25	893.88	N/A	412.56	412.56	1082.97	1375.2	N/A	1719	718.54	1719	N/A	N/A
2/15/2024	CDM	107	10001740	PBB BONIVA IBANDRONATE SODIUM 1 MG		IP		J1740	    	636	375	243.75	37.5	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	187.5	N/A	N/A	N/A	160.88	185.63	N/A	N/A	N/A	180	N/A	N/A	281.25	195	N/A	N/A	N/A	N/A	300	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	108	10001740	PBB BONIVA IBANDRONATE SODIUM 1 MG		OP		J1740	    	636	375	243.75	37.44	375	N/A	375	289.88	N/A	308.25	N/A	308.25	375	N/A	375	N/A	N/A	N/A	187.5	375	N/A	375	37.44	172.5	262.5	N/A	262.5	180	N/A	131.63	281.25	195	N/A	90	90	236.25	300	N/A	375	156.75	375	N/A	N/A
2/15/2024	CDM	109	10001885	PBB INJECTIONTORADOL PER 15 MG		IP		J1885	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	110	10001885	PBB INJECTIONTORADOL PER 15 MG		OP		J1885	    	636	9	5.85	0.57	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	0.65	4.14	6.3	N/A	6.3	4.32	N/A	3.91	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	111	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		IP		J1940	    	250	6	3.9	0.6	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	3	N/A	N/A	N/A	2.57	2.97	N/A	N/A	N/A	2.88	N/A	N/A	4.5	3.12	N/A	N/A	N/A	N/A	4.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	112	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		OP		J1940	    	250	6	3.9	0.6	6	N/A	6	4.64	N/A	4.93	N/A	4.93	6	N/A	6	N/A	N/A	N/A	3	6	N/A	6	2.53	2.76	4.2	N/A	4.2	2.88	N/A	2.82	4.5	3.12	N/A	1.44	1.44	3.78	4.8	N/A	6	0	6	N/A	N/A
2/15/2024	CDM	113	10001950	PBB LEUPROLIDE ACETATE 375 MG		IP		J1950	    	636	1509	980.85	150.9	1509	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	754.5	N/A	N/A	N/A	647.36	746.96	N/A	N/A	N/A	724.32	N/A	N/A	1131.75	784.68	N/A	N/A	N/A	N/A	1207.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	114	10001950	PBB LEUPROLIDE ACETATE 375 MG		OP		J1950	    	636	1509	980.85	150.9	3384.03	N/A	1509	1166.46	N/A	1240.4	N/A	1240.4	1509	3384.03	1509	N/A	3384.03	N/A	754.5	1509	N/A	1509	1509	694.14	1056.3	N/A	1056.3	724.32	N/A	529.66	1131.75	784.68	N/A	362.16	362.16	950.67	1207.2	N/A	1509	630.76	1509	N/A	N/A
2/15/2024	CDM	115	10002036	PBB FLULAVAL VACC 3 YRS   IM		IP		Q2036	    	636	32	20.8	3.2	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	16	N/A	N/A	N/A	13.73	15.84	N/A	N/A	N/A	15.36	N/A	N/A	24	16.64	N/A	N/A	N/A	N/A	25.6	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	116	10002036	PBB FLULAVAL VACC 3 YRS   IM		OP		Q2036	    	636	32	20.8	3.2	32	9.27	32	24.74	9.09	26.3	9.37	26.3	32	9.28	32	9.09	9.28	8.15	16	32	9.37	32	9.43	14.72	22.4	9.47	22.4	15.36	8.75	12.22	24	16.64	8.86	7.68	7.68	20.16	25.6	9.09	30.4	13.38	32	8.58	9.28
2/15/2024	CDM	117	10002038	PBB FLUZONE INFLUENZA 3 YEARS AND OLDER		IP		Q2038	    	636	28	18.2	2.8	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	14	N/A	N/A	N/A	12.01	13.86	N/A	N/A	N/A	13.44	N/A	N/A	21	14.56	N/A	N/A	N/A	N/A	22.4	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	118	10002038	PBB FLUZONE INFLUENZA 3 YEARS AND OLDER		OP		Q2038	    	636	28	18.2	2.8	28	13	28	21.64	7.96	23.02	8.19	23.02	28	8.12	28	7.96	8.12	7.13	14	28	8.19	28	13.17	12.88	19.6	8.28	19.6	13.44	12.28	10.7	21	14.56	7.76	6.72	6.72	17.64	22.4	7.96	26.6	11.7	28	12.04	8.12
2/15/2024	CDM	119	10002360	PBB INJECTIONORPHENADRINE UP		IP		J2360	    	250	38	24.7	3.8	38	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	19	N/A	N/A	N/A	16.3	18.81	N/A	N/A	N/A	18.24	N/A	N/A	28.5	19.76	N/A	N/A	N/A	N/A	30.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	120	10002360	PBB INJECTIONORPHENADRINE UP		OP		J2360	    	250	38	24.7	3.8	38	N/A	38	29.37	N/A	31.24	N/A	31.24	38	N/A	38	N/A	N/A	N/A	19	38	N/A	38	16	17.48	26.6	N/A	26.6	18.24	N/A	19.06	28.5	19.76	N/A	9.12	9.12	23.94	30.4	N/A	38	0	38	N/A	N/A
2/15/2024	CDM	121	10002550	PBB INJECTIONPHENERGAN UP TO 50MG		IP		J2550	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	122	10002550	PBB INJECTIONPHENERGAN UP TO 50MG		OP		J2550	    	250	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	3.79	4.14	6.3	N/A	6.3	4.32	N/A	7.42	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	0	9	N/A	N/A
2/15/2024	CDM	123	10002790	PBB RHO D IMMUNE GLOBULIN INJ		IP		J2790	    	636	434	282.1	43.4	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	217	N/A	N/A	N/A	186.19	214.83	N/A	N/A	N/A	208.32	N/A	N/A	325.5	225.68	N/A	N/A	N/A	N/A	347.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	124	10002790	PBB RHO D IMMUNE GLOBULIN INJ		OP		J2790	    	636	434	282.1	43.4	434	N/A	434	335.48	N/A	356.75	N/A	356.75	434	N/A	434	N/A	N/A	N/A	217	434	N/A	434	89.95	199.64	303.8	N/A	303.8	208.32	N/A	247.1	325.5	225.68	N/A	104.16	104.16	273.42	347.2	N/A	434	181.41	434	N/A	N/A
2/15/2024	CDM	125	10002920	PBB INJECTIONMETHYLPREDNISOL		IP		J2920	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	126	10002920	PBB INJECTIONMETHYLPREDNISOL		OP		J2920	    	250	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	3.79	4.14	6.3	N/A	6.3	4.32	N/A	7.36	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	0	9	N/A	N/A
2/15/2024	CDM	127	10002930	PBB INJECTMETHYLPREDNISOL		IP		J2930	    	636	14	9.1	1.4	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	7	N/A	N/A	N/A	6.01	6.93	N/A	N/A	N/A	6.72	N/A	N/A	10.5	7.28	N/A	N/A	N/A	N/A	11.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	128	10002930	PBB INJECTMETHYLPREDNISOL		OP		J2930	    	636	14	9.1	1.4	14	N/A	14	10.82	N/A	11.51	N/A	11.51	14	N/A	14	N/A	N/A	N/A	7	14	N/A	14	6.55	6.44	9.8	N/A	9.8	6.72	N/A	11.03	10.5	7.28	N/A	3.36	3.36	8.82	11.2	N/A	14	5.85	14	N/A	N/A
2/15/2024	CDM	129	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		IP		J3301	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
2/15/2024	CDM	130	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		OP		J3301	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.4	N/A	7.4	9	N/A	9	N/A	N/A	N/A	4.5	9	N/A	9	1.17	4.14	6.3	N/A	6.3	4.32	N/A	4.58	6.75	4.68	N/A	2.16	2.16	5.67	7.2	N/A	9	3.76	9	N/A	N/A
2/15/2024	CDM	131	10003420	PBB INJECTIONVITAMIN B12 UP TO 1000MCG		IP		J3420	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	4.5	N/A	N/A	N/A	3.86	4.46	N/A	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	7.2	N/A	N/A	N/A	N/A	550	N/A
