	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																						
2/15/2024	CDM	76	10001040	PBB INJECTIONDEPOMEDROL 80 MG		OP		J1040	    	636	40	26	4	40	N/A	40	30.92	N/A	32.48	N/A	32.88	40	N/A	40	N/A	N/A	40	N/A	40	13.44	17.92	20	28	N/A	19.2	N/A	28.2	30	20.8	N/A	12.4	40	18.48	40	N/A
2/15/2024	CDM	77	10001050	PBB DEPO PROVERA 1 MG		IP		J1050	    	636	1	0.65	0.1	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	0.45	0.63	N/A	N/A	0.48	N/A	N/A	0.75	0.52	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	78	10001050	PBB DEPO PROVERA 1 MG		OP		J1050	    	636	1	0.65	0.1	1	N/A	1	0.77	N/A	0.81	N/A	0.82	1	N/A	1	N/A	N/A	1	N/A	1	0.63	0.45	0.5	0.7	N/A	0.48	N/A	0.4	0.75	0.52	N/A	0.31	1	0.46	1	N/A
2/15/2024	CDM	79	10001100	PBB DEXAMETHASONE SODIUM PHOS		IP		J1100	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	80	10001100	PBB DEXAMETHASONE SODIUM PHOS		OP		J1100	    	636	9	5.85	0.14	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	0.14	4.03	4.5	6.3	N/A	4.32	N/A	3.75	6.75	4.68	N/A	2.79	9	4.16	9	N/A
2/15/2024	CDM	81	10001200	PBB DIPHENHYDRAMINE HCL INJECTIO		IP		J1200	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	82	10001200	PBB DIPHENHYDRAMINE HCL INJECTIO		OP		J1200	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	1.29	4.03	4.5	6.3	N/A	4.32	N/A	4.57	6.75	4.68	N/A	2.79	9	4.16	9	N/A
2/15/2024	CDM	83	10001726	PBB HYDROXYPROGESTERONE CAPROATE MAKENA 10MG		IP		J1726	    	636	88	57.2	8.8	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	39.42	55.44	N/A	N/A	42.24	N/A	N/A	66	45.76	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	84	10001726	PBB HYDROXYPROGESTERONE CAPROATE MAKENA 10MG		OP		J1726	    	636	88	57.2	8.8	88	N/A	88	68.02	N/A	71.46	N/A	72.34	88	49.34	88	N/A	49.34	88	N/A	88	0	39.42	44	61.6	N/A	42.24	N/A	35.2	66	45.76	N/A	27.28	88	40.66	88	N/A
2/15/2024	CDM	85	10001729	PBB INJECTION HYDROXYPROGESTERONE CAPROATE		IP		J1729	    	636	1719	1117.35	171.9	1719	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	770.11	1082.97	N/A	N/A	825.12	N/A	N/A	1289.25	893.88	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	86	10001729	PBB INJECTION HYDROXYPROGESTERONE CAPROATE		OP		J1729	    	636	1719	1117.35	13.72	1719	N/A	1719	1328.79	N/A	1395.83	N/A	1413.02	1719	31.59	1719	N/A	31.59	1719	N/A	1719	15.3	770.11	859.5	1203.3	N/A	825.12	N/A	687.6	1289.25	893.88	N/A	532.89	1719	794.18	1719	N/A
2/15/2024	CDM	87	10001740	PBB BONIVA IBANDRONATE SODIUM 1 MG		IP		J1740	    	636	375	243.75	37.5	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	168	236.25	N/A	N/A	180	N/A	N/A	281.25	195	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	88	10001740	PBB BONIVA IBANDRONATE SODIUM 1 MG		OP		J1740	    	636	375	243.75	37.44	375	N/A	375	289.88	N/A	304.5	N/A	308.25	375	N/A	375	N/A	N/A	375	N/A	375	37.44	168	187.5	262.5	N/A	180	N/A	150	281.25	195	N/A	116.25	375	173.25	375	N/A
2/15/2024	CDM	89	10001885	PBB INJECTIONTORADOL PER 15 MG		IP		J1885	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	90	10001885	PBB INJECTIONTORADOL PER 15 MG		OP		J1885	    	636	9	5.85	0.57	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	0.65	4.03	4.5	6.3	N/A	4.32	N/A	4.29	6.75	4.68	N/A	2.79	9	4.16	9	N/A
2/15/2024	CDM	91	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		IP		J1940	    	250	6	3.9	0.6	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	3.22	2.69	3.78	N/A	N/A	2.88	N/A	N/A	4.5	3.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	92	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		OP		J1940	    	250	6	3.9	0.6	6	N/A	6	4.64	N/A	4.87	N/A	4.93	6	N/A	6	N/A	N/A	6	N/A	6	3.39	2.69	3	4.2	N/A	2.88	N/A	3.06	4.5	3.12	N/A	1.86	6	0	6	N/A
2/15/2024	CDM	93	10001950	PBB LEUPROLIDE ACETATE 375 MG		IP		J1950	    	636	1509	980.85	150.9	1509	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	676.03	950.67	N/A	N/A	724.32	N/A	N/A	1131.75	784.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	94	10001950	PBB LEUPROLIDE ACETATE 375 MG		OP		J1950	    	636	1509	980.85	150.9	5441.89	N/A	1509	1166.46	N/A	1225.31	N/A	1240.4	1509	5441.89	1509	N/A	5441.89	1509	N/A	1509	1509	676.03	754.5	1056.3	N/A	724.32	N/A	603.6	1131.75	784.68	N/A	467.79	1509	697.16	1509	N/A
2/15/2024	CDM	95	10002038	PBB FLUZONE INFLUENZA 3 YEARS AND OLDER		IP		Q2038	    	636	28	18.2	2.8	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	12.54	17.64	N/A	N/A	13.44	N/A	N/A	21	14.56	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	96	10002038	PBB FLUZONE INFLUENZA 3 YEARS AND OLDER		OP		Q2038	    	636	28	18.2	2.8	28	13	28	21.64	7.68	22.74	10.17	23.02	28	7.84	28	7.68	7.84	28	10.17	28	13.17	12.54	14	19.6	7.83	13.44	12.28	11.45	21	14.56	7.49	8.68	26.6	12.94	28	7.84
2/15/2024	CDM	97	10002360	PBB INJECTIONORPHENADRINE UP		IP		J2360	    	250	38	24.7	3.8	38	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	20.41	17.02	23.94	N/A	N/A	18.24	N/A	N/A	28.5	19.76	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	98	10002360	PBB INJECTIONORPHENADRINE UP		OP		J2360	    	250	38	24.7	3.8	38	N/A	38	29.37	N/A	30.86	N/A	31.24	38	N/A	38	N/A	N/A	38	N/A	38	21.47	17.02	19	26.6	N/A	18.24	N/A	20.49	28.5	19.76	N/A	11.78	38	0	38	N/A
2/15/2024	CDM	99	10002550	PBB INJECTIONPHENERGAN UP TO 50MG		IP		J2550	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	4.83	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	100	10002550	PBB INJECTIONPHENERGAN UP TO 50MG		OP		J2550	    	250	9	5.85	0.9	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	5.08	4.03	4.5	6.3	N/A	4.32	N/A	7.54	6.75	4.68	N/A	2.79	9	0	9	N/A
2/15/2024	CDM	101	10002790	PBB RHO D IMMUNE GLOBULIN INJ		IP		J2790	    	636	434	282.1	43.4	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	194.43	273.42	N/A	N/A	208.32	N/A	N/A	325.5	225.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	102	10002790	PBB RHO D IMMUNE GLOBULIN INJ		OP		J2790	    	636	434	282.1	43.4	434	N/A	434	335.48	N/A	352.41	N/A	356.75	434	N/A	434	N/A	N/A	434	N/A	434	89.95	194.43	217	303.8	N/A	208.32	N/A	261.21	325.5	225.68	N/A	134.54	434	200.51	434	N/A
2/15/2024	CDM	103	10002920	PBB INJECTIONMETHYLPREDNISOL		IP		J2920	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	4.83	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	104	10002920	PBB INJECTIONMETHYLPREDNISOL		OP		J2920	    	250	9	5.85	0.9	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	5.08	4.03	4.5	6.3	N/A	4.32	N/A	7.49	6.75	4.68	N/A	2.79	9	0	9	N/A
2/15/2024	CDM	105	10002930	PBB INJECTMETHYLPREDNISOL		IP		J2930	    	636	14	9.1	1.4	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	6.27	8.82	N/A	N/A	6.72	N/A	N/A	10.5	7.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	106	10002930	PBB INJECTMETHYLPREDNISOL		OP		J2930	    	636	14	9.1	1.4	14	N/A	14	10.82	N/A	11.37	N/A	11.51	14	N/A	14	N/A	N/A	14	N/A	14	6.55	6.27	7	9.8	N/A	6.72	N/A	11.26	10.5	7.28	N/A	4.34	14	6.47	14	N/A
2/15/2024	CDM	107	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		IP		J3301	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	108	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		OP		J3301	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	1.17	4.03	4.5	6.3	N/A	4.32	N/A	4.91	6.75	4.68	N/A	2.79	9	4.16	9	N/A
2/15/2024	CDM	109	10003420	PBB INJECTIONVITAMIN B12 UP TO 1000MCG		IP		J3420	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	110	10003420	PBB INJECTIONVITAMIN B12 UP TO 1000MCG		OP		J3420	    	636	9	5.85	0.9	9	N/A	9	6.96	N/A	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	2.27	4.03	4.5	6.3	N/A	4.32	N/A	5.11	6.75	4.68	N/A	2.79	9	4.16	9	N/A
2/15/2024	CDM	111	10003908	PBB SPLINTWHO WRIST COCK UP		IP		L3908	    	274	282	183.3	28.2	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	92.21	126.34	177.66	N/A	N/A	135.36	N/A	N/A	211.5	146.64	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	112	10003908	PBB SPLINTWHO WRIST COCK UP		OP		L3908	    	274	282	183.3	28.2	282	N/A	282	217.99	75.3	228.98	77.56	231.8	282	80.35	282	75.3	80.35	282	77.56	282	92.21	126.34	136.21	197.4	76.81	135.36	N/A	131.82	211.5	146.64	73.42	87.42	74.58	130.28	282	76.52
2/15/2024	CDM	113	10007120	PBB RINGERS LACTATE INFUSION		IP		J7120	    	636	5	3.25	0.5	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	2.24	3.15	N/A	N/A	2.4	N/A	N/A	3.75	2.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	114	10007120	PBB RINGERS LACTATE INFUSION		OP		J7120	    	636	5	3.25	0.5	5	N/A	5	3.87	N/A	4.06	N/A	4.11	5	N/A	5	N/A	N/A	5	N/A	5	2.75	2.24	2.5	3.5	N/A	2.4	N/A	4.78	3.75	2.6	N/A	1.55	5	2.31	5	N/A
2/15/2024	CDM	115	10007296	PBB KYLEENA 195MG		IP		J7296	    	636	2178	1415.7	217.8	2178	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	975.74	1372.14	N/A	N/A	1045.44	N/A	N/A	1633.5	1132.56	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	116	10007296	PBB KYLEENA 195MG		OP		J7296	    	636	2178	1415.7	217.8	2178	1133.18	2178	1683.59	370.26	1768.54	N/A	1790.32	2178	N/A	2178	N/A	N/A	2178	N/A	2178	1177.25	975.74	1089	1524.6	N/A	1045.44	1070.22	2019.17	1633.5	1132.56	N/A	675.18	2069.1	1006.24	2178	N/A
2/15/2024	CDM	117	10007297	PBB LEVONORGESTREL IU 52MG 3 YR		IP		J7297	    	636	1700	1105	170	1700	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	761.6	1071	N/A	N/A	816	N/A	N/A	1275	884	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	118	10007297	PBB LEVONORGESTREL IU 52MG 3 YR		OP		J7297	    	636	1700	1105	170	1700	912.71	1700	1314.1	289	1380.4	N/A	1397.4	1700	N/A	1700	N/A	N/A	1700	N/A	1700	948.2	761.6	850	1190	N/A	816	862	695.3	1275	884	N/A	527	1615	785.4	1700	N/A
2/15/2024	CDM	119	10007298	PBB LEVONORGESTREL IU 52MG 5 YR		IP		J7298	    	636	2030	1319.5	203	2030	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	909.44	1278.9	N/A	N/A	974.4	N/A	N/A	1522.5	1055.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	120	10007298	PBB LEVONORGESTREL IU 52MG 5 YR		OP		J7298	    	636	2030	1319.5	203	2030	1133.18	2030	1569.19	345.1	1648.36	N/A	1668.66	2030	N/A	2030	N/A	N/A	2030	N/A	2030	1177.25	909.44	1015	1421	N/A	974.4	1070.22	830.27	1522.5	1055.6	N/A	629.3	1928.5	937.86	2030	N/A
2/15/2024	CDM	121	10007300	PBB INTRAUTERINE COPPER CONTRACEPTIVE		IP		J7300	    	636	1027	667.55	102.7	1027	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	460.1	647.01	N/A	N/A	492.96	N/A	N/A	770.25	534.04	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	122	10007300	PBB INTRAUTERINE COPPER CONTRACEPTIVE		OP		J7300	    	636	1027	667.55	102.7	1107	1107	1027	793.87	174.59	833.92	N/A	844.19	1027	N/A	1027	N/A	N/A	1027	N/A	1027	1027	460.1	513.5	718.9	N/A	492.96	1045.5	420.04	770.25	534.04	N/A	318.37	975.65	474.47	1027	N/A
2/15/2024	CDM	123	10007301	PBB LEVONORGESTREL IU 135 MG		IP		J7301	    	636	1385	900.25	138.5	1385	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	620.48	872.55	N/A	N/A	664.8	N/A	N/A	1038.75	720.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	124	10007301	PBB LEVONORGESTREL IU 135 MG		OP		J7301	    	636	1385	900.25	138.5	1385	943.56	1385	1070.61	235.45	1124.62	N/A	1138.47	1385	N/A	1385	N/A	N/A	1385	N/A	1385	980.25	620.48	692.5	969.5	N/A	664.8	891.14	566.46	1038.75	720.2	N/A	429.35	1315.75	639.87	1385	N/A
2/15/2024	CDM	125	10007307	PBB IMPLANON CONTRACEPTIVE  ETONOGESTREL		IP		J7307	    	636	1623	1054.95	162.3	1623	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	727.1	1022.49	N/A	N/A	779.04	N/A	N/A	1217.25	843.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	126	10007307	PBB IMPLANON CONTRACEPTIVE  ETONOGESTREL		OP		J7307	    	636	1623	1054.95	162.3	1623	1179.88	1623	1254.58	275.91	1317.88	N/A	1334.11	1623	N/A	1623	N/A	N/A	1623	N/A	1623	1225.76	727.1	811.5	1136.1	N/A	779.04	1114.33	663.81	1217.25	843.96	N/A	503.13	1541.85	749.83	1623	N/A
2/15/2024	CDM	127	10007323	PBB EUFLEXXA INJ PER DOSE		IP		J7323	    	636	452	293.8	45.2	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	202.5	284.76	N/A	N/A	216.96	N/A	N/A	339	235.04	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	128	10007323	PBB EUFLEXXA INJ PER DOSE		OP		J7323	    	636	452	293.8	45.2	452	N/A	452	349.4	N/A	367.02	N/A	371.54	452	439.61	452	N/A	439.61	452	N/A	452	142.55	202.5	226	316.4	N/A	216.96	N/A	180.8	339	235.04	N/A	140.12	452	208.82	452	N/A
2/15/2024	CDM	129	10007324	PBB ORTHOVISC INJ PER DOSE		IP		J7324	    	636	487	316.55	48.7	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	218.18	306.81	N/A	N/A	233.76	N/A	N/A	365.25	253.24	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	130	10007324	PBB ORTHOVISC INJ PER DOSE		OP		J7324	    	636	487	316.55	48.7	487	N/A	487	376.45	N/A	395.44	N/A	400.31	487	486.45	487	N/A	486.45	487	N/A	487	136	218.18	243.5	340.9	N/A	233.76	N/A	194.8	365.25	253.24	N/A	150.97	487	224.99	487	N/A
2/15/2024	CDM	131	10007325	PBB SYNVISC		IP		J7325	    	636	32	20.8	3.2	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	14.34	20.16	N/A	N/A	15.36	N/A	N/A	24	16.64	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	132	10007325	PBB SYNVISC		OP		J7325	    	636	32	20.8	3.2	32	N/A	32	24.74	N/A	25.98	N/A	26.3	32	31.31	32	N/A	31.31	32	N/A	32	10.76	14.34	16	22.4	N/A	15.36	N/A	12.8	24	16.64	N/A	9.92	32	14.78	32	N/A
2/15/2024	CDM	133	10007610	PBB ALBUTEROLINHAL SOLCOMPO		IP		J7610	    	250	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	4.83	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	134	10007610	PBB ALBUTEROLINHAL SOLCOMPO		OP		J7610	    	250	9	5.85	0.9	9	N/A	9	6.96	1.53	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	5.08	4.03	4.5	6.3	N/A	4.32	N/A	3.68	6.75	4.68	N/A	2.79	8.55	0	9	N/A
2/15/2024	CDM	135	10007613	PBB ALBUTEROL INHAL		IP		J7613	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	136	10007613	PBB ALBUTEROL INHAL		OP		J7613	    	636	9	5.85	0.03	9	N/A	9	6.96	1.53	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	0.03	4.03	4.5	6.3	N/A	4.32	N/A	3.73	6.75	4.68	N/A	2.79	0.04	4.16	9	N/A
2/15/2024	CDM	137	10007620	PBB ALBUTEROL NONCOMPOUNDED		IP		J7620	    	636	9	5.85	0.9	550	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	4.03	5.67	N/A	N/A	4.32	N/A	N/A	6.75	4.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	138	10007620	PBB ALBUTEROL NONCOMPOUNDED		OP		J7620	    	636	9	5.85	0.14	9	N/A	9	6.96	1.53	7.31	N/A	7.4	9	N/A	9	N/A	N/A	9	N/A	9	0.14	4.03	4.5	6.3	N/A	4.32	N/A	3.85	6.75	4.68	N/A	2.79	0.14	4.16	9	N/A
2/15/2024	CDM	139	10009202	PBB GOSERELIN ACETATE IMPLANT		IP		J9202	    	636	880	572	88	880	550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	N/A	394.24	554.4	N/A	N/A	422.4	N/A	N/A	660	457.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	140	10009202	PBB GOSERELIN ACETATE IMPLANT		OP		J9202	    	636	880	572	88	2182.52	N/A	880	680.24	N/A	714.56	N/A	723.36	880	2182.52	880	N/A	2182.52	880	N/A	880	624.72	394.24	440	616	N/A	422.4	N/A	352	660	457.6	N/A	272.8	880	406.56	880	N/A
2/15/2024	CDM	141	10009452	PBB NUTRITION CLASSES NONPHYS PROVIDER SESSION		IP		S9452	    	942	33	21.45	3.3	33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	17.72	14.78	20.79	N/A	N/A	15.84	N/A	N/A	24.75	17.16	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	142	10009452	PBB NUTRITION CLASSES NONPHYS PROVIDER SESSION		OP		S9452	    	942	33	21.45	3.3	33	N/A	33	25.51	5.61	26.8	N/A	27.13	33	5.38	33	N/A	5.38	33	N/A	33	18.64	14.78	16.5	23.1	N/A	15.84	N/A	13.2	24.75	17.16	N/A	10.23	33	15.25	33	N/A
2/15/2024	CDM	143	10009470	PBB NUTRITIONAL COUSELING DIE		IP		S9470	    	942	211	137.15	21.1	211	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	113.31	94.53	132.93	N/A	N/A	101.28	N/A	N/A	158.25	109.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	144	10009470	PBB NUTRITIONAL COUSELING DIE		OP		S9470	    	942	211	137.15	21.1	211	N/A	211	163.1	35.87	171.33	N/A	173.44	211	34.39	211	N/A	34.39	211	N/A	211	119.21	94.53	105.5	147.7	N/A	101.28	N/A	84.4	158.25	109.72	N/A	65.41	211	97.48	211	N/A
2/15/2024	CDM	145	10010060	PBB I  D ABSCESSPARONYCHIA SIMPLE		IP		10060	    	361	674	438.1	67.4	674	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	361.94	301.95	424.62	N/A	N/A	323.52	N/A	N/A	505.5	350.48	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	146	10010060	PBB I  D ABSCESSPARONYCHIA SIMPLE		OP		10060	    	361	674	438.1	67.4	2782.5	114.96	674	2700	170.84	2836.5	175.95	2743.5	674	639.13	674	170.84	639.13	674	175.95	674	0	301.95	674	471.8	174.26	323.52	108.57	650.47	505.5	350.48	166.57	208.94	165.02	295.21	674	173.62
2/15/2024	CDM	147	10010061	PBB DRAIN SKIN ABSCESS COMPLIC		IP		10061	    	361	1222	794.3	122.2	1222	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	656.21	547.46	769.86	N/A	N/A	586.56	N/A	N/A	916.5	635.44	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	148	10010061	PBB DRAIN SKIN ABSCESS COMPLIC		OP		10061	    	361	1222	794.3	122.2	2782.5	228.96	1222	2700	340.27	2836.5	350.43	2743.5	1222	1272.99	1222	340.27	1272.99	1222	350.43	1222	828	547.46	965	855.4	347.08	586.56	216.24	1343.79	916.5	635.44	331.76	378.82	328.68	535.24	1222	345.8
2/15/2024	CDM	149	10010120	PBB REMOVE FOREIGN BODY SIMPLE		IP		10120	    	361	1199	779.35	119.9	1199	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	643.86	537.15	755.37	N/A	N/A	575.52	N/A	N/A	899.25	623.48	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	150	10010120	PBB REMOVE FOREIGN BODY SIMPLE		OP		10120	    	361	1199	779.35	119.9	2782.5	228.96	1199	2700	340.27	2836.5	350.43	2743.5	1199	1272.99	1199	340.27	1272.99	1199	350.43	1199	0	537.15	965	839.3	347.08	575.52	216.24	1343.79	899.25	623.48	331.76	371.69	328.68	525.16	1199	345.8
2/15/2024	CDM	151	10011055	PBB TRIM HYPERKERATOTIC SKIN LESION ONE		IP		11055	    	361	506	328.9	50.6	506	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	271.72	226.69	318.78	N/A	N/A	242.88	N/A	N/A	379.5	263.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	152	10011055	PBB TRIM HYPERKERATOTIC SKIN LESION ONE		OP		11055	    	361	506	328.9	50.6	2782.5	114.96	506	2700	170.84	2836.5	175.95	2743.5	506	639.13	506	170.84	639.13	506	175.95	506	0	226.69	506	354.2	174.26	242.88	108.57	650.47	379.5	263.12	166.57	156.86	165.02	221.63	506	173.62
