	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																									
2/15/2024	CDM	70	10001772	PBB SPINAL INFUSION PUMPREVISION C1772		OP		C1772	    	278	50130	32584.5	5013	50130	N/A	31481.64	14287.05	N/A	31481.64	N/A	33737.49	N/A	N/A	33737.49	N/A	N/A	34940.61	29175.66	N/A	33587.1	34589.7	N/A	N/A	30078	N/A	N/A	45117	40104	N/A	28072.8	28072.8	30078	N/A	39602.7	N/A	N/A	N/A	N/A
2/15/2024	CDM	71	10001778	PBB CONTACT LEAD KIT 50 C1778		IP		C1778	    	278	5366	3487.9	536.6	5366	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3740.1	3123.01	N/A	3595.22	3702.54	N/A	N/A	N/A	N/A	N/A	4829.4	N/A	N/A	2307.38	2307.38	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	72	10001778	PBB CONTACT LEAD KIT 50 C1778		OP		C1778	    	278	5366	3487.9	536.6	5366	N/A	3369.85	1529.31	N/A	3369.85	N/A	3611.32	N/A	N/A	3611.32	N/A	N/A	3740.1	3123.01	N/A	3595.22	3702.54	N/A	N/A	3219.6	N/A	N/A	4829.4	4292.8	N/A	3004.96	3004.96	3219.6	N/A	4239.14	N/A	N/A	N/A	N/A
2/15/2024	CDM	73	10001883	PBB 35 CM 8 CONTACT EXTENSION KIT C1883		IP		C1883	    	272	2084	1354.6	208.4	2084	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1452.55	1212.89	N/A	1396.28	1437.96	N/A	N/A	N/A	N/A	N/A	1875.6	N/A	N/A	896.12	896.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	74	10001883	PBB 35 CM 8 CONTACT EXTENSION KIT C1883		OP		C1883	    	272	2084	1354.6	208.4	2084	N/A	1308.75	593.94	N/A	1308.75	N/A	1402.53	N/A	N/A	1402.53	N/A	N/A	1452.55	1212.89	N/A	1396.28	1437.96	N/A	N/A	1250.4	N/A	N/A	1875.6	1667.2	N/A	1167.04	1167.04	1250.4	N/A	1646.36	N/A	N/A	N/A	N/A
2/15/2024	CDM	75	10001894	PBB CATHETER PASSER C1894		IP		C1894	    	272	249	161.85	24.9	249	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	173.55	144.92	N/A	166.83	171.81	N/A	N/A	N/A	N/A	N/A	224.1	N/A	N/A	107.07	107.07	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	76	10001894	PBB CATHETER PASSER C1894		OP		C1894	    	272	249	161.85	24.9	249	N/A	156.37	70.96	N/A	156.37	N/A	167.58	N/A	N/A	167.58	N/A	N/A	173.55	144.92	N/A	166.83	171.81	N/A	N/A	149.4	N/A	N/A	224.1	199.2	N/A	139.44	139.44	149.4	N/A	196.71	N/A	N/A	N/A	N/A
2/15/2024	CDM	77	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		IP		J1940	    	250	6	3.9	0.6	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.18	3.49	N/A	4.02	4.14	N/A	N/A	N/A	N/A	N/A	5.4	N/A	N/A	2.58	2.58	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	78	10001940	PBB INJECTIONFUROSEMIDE UP TO 20 MG		OP		J1940	    	250	6	3.9	0.58	6	0.58	3.77	1.71	N/A	3.77	0.64	2.99	0.6	N/A	2.99	0.58	0.58	4.18	3.49	N/A	4.02	4.14	N/A	N/A	3.6	0.58	N/A	5.4	4.8	N/A	3.36	3.36	3.6	N/A	4.74	0.58	N/A	N/A	N/A
2/15/2024	CDM	79	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		IP		J3301	    	636	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.27	5.24	N/A	6.03	6.21	N/A	N/A	N/A	N/A	N/A	8.1	N/A	N/A	3.87	3.87	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	80	10003301	PBB INJECTIONTRIAMCINOLONE PER 10 MG		OP		J3301	    	636	9	5.85	0.9	9	1.16	5.65	2.56	N/A	5.65	1.28	5.99	1.19	N/A	5.99	1.16	1.16	6.27	5.24	N/A	6.03	6.21	N/A	N/A	5.4	1.16	N/A	8.1	7.2	N/A	5.04	5.04	5.4	N/A	7.11	1.16	N/A	N/A	N/A
2/15/2024	CDM	81	10007323	PBB EUFLEXXA INJ PER DOSE		IP		J7323	    	636	452	293.8	45.2	452	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	315.04	263.06	N/A	302.84	311.88	N/A	N/A	N/A	N/A	N/A	406.8	N/A	N/A	194.36	194.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	82	10007323	PBB EUFLEXXA INJ PER DOSE		OP		J7323	    	636	452	293.8	45.2	635.4	123.14	283.86	128.82	N/A	283.86	135.45	635.4	126.83	N/A	635.4	123.14	123.14	315.04	263.06	N/A	302.84	311.88	N/A	N/A	271.2	123.14	N/A	406.8	361.6	N/A	253.12	253.12	271.2	N/A	357.08	123.14	N/A	N/A	N/A
2/15/2024	CDM	83	10007325	PBB SYNVISC		IP		J7325	    	636	32	20.8	3.2	32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22.3	18.62	N/A	21.44	22.08	N/A	N/A	N/A	N/A	N/A	28.8	N/A	N/A	13.76	13.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	84	10007325	PBB SYNVISC		OP		J7325	    	636	32	20.8	3.2	45.25	8.77	20.1	9.12	N/A	20.1	9.65	45.25	9.03	N/A	45.25	8.77	8.77	22.3	18.62	N/A	21.44	22.08	N/A	N/A	19.2	8.77	N/A	28.8	25.6	N/A	17.92	17.92	19.2	N/A	25.28	8.77	N/A	N/A	N/A
2/15/2024	CDM	85	10007336	PBB CAPSAICIN 8 PATCH		IP		J7336	    	636	16	10.4	1.6	16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11.15	9.31	N/A	10.72	11.04	N/A	N/A	N/A	N/A	N/A	14.4	N/A	N/A	6.88	6.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	86	10007336	PBB CAPSAICIN 8 PATCH		OP		J7336	    	636	16	10.4	1.6	16.87	3.27	10.05	4.56	N/A	10.05	3.6	16.87	3.37	N/A	16.87	3.27	3.27	11.15	9.31	N/A	10.72	11.04	N/A	N/A	9.6	3.27	N/A	14.4	12.8	N/A	8.96	8.96	9.6	N/A	12.64	3.27	N/A	N/A	N/A
2/15/2024	CDM	87	10007613	PBB ALBUTEROL INHAL		IP		J7613	    	636	9	5.85	0.9	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.27	5.24	N/A	6.03	6.21	N/A	N/A	N/A	N/A	N/A	8.1	N/A	N/A	3.87	3.87	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	88	10007613	PBB ALBUTEROL INHAL		OP		J7613	    	636	9	5.85	0.04	9	0.04	5.65	2.56	N/A	5.65	0.04	0.21	0.04	N/A	0.21	0.04	0.04	6.27	5.24	N/A	6.03	6.21	N/A	N/A	5.4	0.04	N/A	8.1	7.2	N/A	5.04	5.04	5.4	N/A	7.11	0.04	N/A	N/A	N/A
2/15/2024	CDM	89	10011755	PBB EPIMED NEEDLE C1755		IP		C1755	    	272	111	72.15	11.1	111	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	77.37	64.6	N/A	74.37	76.59	N/A	N/A	N/A	N/A	N/A	99.9	N/A	N/A	47.73	47.73	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	90	10011755	PBB EPIMED NEEDLE C1755		OP		C1755	    	272	111	72.15	11.1	111	N/A	69.71	31.63	N/A	69.71	N/A	74.7	N/A	N/A	74.7	N/A	N/A	77.37	64.6	N/A	74.37	76.59	N/A	N/A	66.6	N/A	N/A	99.9	88.8	N/A	62.16	62.16	66.6	N/A	87.69	N/A	N/A	N/A	N/A
2/15/2024	CDM	91	10011778	PBB CONTACT TRIAL LEAD KIT 50 C1778		IP		C1778	    	278	5366	3487.9	536.6	5366	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3740.1	3123.01	N/A	3595.22	3702.54	N/A	N/A	N/A	N/A	N/A	4829.4	N/A	N/A	2307.38	2307.38	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	92	10011778	PBB CONTACT TRIAL LEAD KIT 50 C1778		OP		C1778	    	278	5366	3487.9	536.6	5366	N/A	3369.85	1529.31	N/A	3369.85	N/A	3611.32	N/A	N/A	3611.32	N/A	N/A	3740.1	3123.01	N/A	3595.22	3702.54	N/A	N/A	3219.6	N/A	N/A	4829.4	4292.8	N/A	3004.96	3004.96	3219.6	N/A	4239.14	N/A	N/A	N/A	N/A
2/15/2024	CDM	93	10020550	PBB INJECTION TENDON SHEATH LIGAMENT		IP		20550	    	361	672	436.8	67.2	672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	468.38	391.1	N/A	450.24	463.68	N/A	N/A	N/A	N/A	N/A	604.8	N/A	N/A	288.96	288.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	94	10020550	PBB INJECTION TENDON SHEATH LIGAMENT		OP		20550	    	361	672	436.8	67.2	847.61	133.71	422.02	252.74	252.74	422.02	147.08	452.26	137.72	252.74	452.26	133.71	133.71	546	391.1	257.79	450.24	463.68	252.74	160.62	403.2	133.71	252.74	604.8	537.6	250.43	376.32	376.32	403.2	252.74	530.88	133.71	240.1	252.74	256.85
2/15/2024	CDM	95	10020551	PBB INJECT TENDON ORIGININSERT		IP		20551	    	361	804	522.6	80.4	804	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	560.39	467.93	N/A	538.68	554.76	N/A	N/A	N/A	N/A	N/A	723.6	N/A	N/A	345.72	345.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	96	10020551	PBB INJECT TENDON ORIGININSERT		OP		20551	    	361	804	522.6	80.4	847.61	133.71	504.91	252.74	252.74	504.91	147.08	541.09	137.72	252.74	541.09	133.71	133.71	546	467.93	257.79	538.68	554.76	252.74	160.62	482.4	133.71	252.74	723.6	643.2	250.43	450.24	450.24	482.4	252.74	635.16	133.71	240.1	252.74	256.85
2/15/2024	CDM	97	10020552	PBB INJECT TRIGGER POINT 1 OR 2		IP		20552	    	361	672	436.8	67.2	672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	468.38	391.1	N/A	450.24	463.68	N/A	N/A	N/A	N/A	N/A	604.8	N/A	N/A	288.96	288.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	98	10020552	PBB INJECT TRIGGER POINT 1 OR 2		OP		20552	    	361	672	436.8	67.2	847.61	133.71	422.02	252.74	252.74	422.02	147.08	452.26	137.72	252.74	452.26	133.71	133.71	546	391.1	257.79	450.24	463.68	252.74	160.62	403.2	133.71	252.74	604.8	537.6	250.43	376.32	376.32	403.2	252.74	530.88	133.71	240.1	252.74	256.85
2/15/2024	CDM	99	10020553	PBB INJECTION TRIGGER POINTS		IP		20553	    	361	843	547.95	84.3	843	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	587.57	490.63	N/A	564.81	581.67	N/A	N/A	N/A	N/A	N/A	758.7	N/A	N/A	362.49	362.49	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	100	10020553	PBB INJECTION TRIGGER POINTS		OP		20553	    	361	843	547.95	84.3	847.61	133.71	529.4	252.74	252.74	529.4	147.08	567.34	137.72	252.74	567.34	133.71	133.71	546	490.63	257.79	564.81	581.67	252.74	160.62	505.8	133.71	252.74	758.7	674.4	250.43	472.08	472.08	505.8	252.74	665.97	133.71	240.1	252.74	256.85
2/15/2024	CDM	101	10020600	PBB ARTHROCNT ASPIRINJ SMALL JTBURSA NO US		IP		20600	    	361	844	548.6	84.4	844	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	588.27	491.21	N/A	565.48	582.36	N/A	N/A	N/A	N/A	N/A	759.6	N/A	N/A	362.92	362.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	102	10020600	PBB ARTHROCNT ASPIRINJ SMALL JTBURSA NO US		OP		20600	    	361	844	548.6	84.4	847.61	133.71	530.03	252.74	252.74	530.03	147.08	568.01	137.72	252.74	568.01	133.71	133.71	546	491.21	257.79	565.48	582.36	252.74	160.62	506.4	133.71	252.74	759.6	675.2	250.43	472.64	472.64	506.4	252.74	666.76	133.71	240.1	252.74	256.85
2/15/2024	CDM	103	10020605	PBB ARTHROCNT ASPIRINJ INTERM JTBURS NO US		IP		20605	    	361	672	436.8	67.2	672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	468.38	391.1	N/A	450.24	463.68	N/A	N/A	N/A	N/A	N/A	604.8	N/A	N/A	288.96	288.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	104	10020605	PBB ARTHROCNT ASPIRINJ INTERM JTBURS NO US		OP		20605	    	361	672	436.8	67.2	847.61	133.71	422.02	252.74	252.74	422.02	147.08	452.26	137.72	252.74	452.26	133.71	133.71	546	391.1	257.79	450.24	463.68	252.74	160.62	403.2	133.71	252.74	604.8	537.6	250.43	376.32	376.32	403.2	252.74	530.88	133.71	240.1	252.74	256.85
2/15/2024	CDM	105	10020610	PBB ARTHROCNT ASPIRINJ MAJOR JTBURSA NO US		IP		20610	    	361	795	516.75	79.5	795	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	554.12	462.69	N/A	532.65	548.55	N/A	N/A	N/A	N/A	N/A	715.5	N/A	N/A	341.85	341.85	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	106	10020610	PBB ARTHROCNT ASPIRINJ MAJOR JTBURSA NO US		OP		20610	    	361	795	516.75	79.5	847.61	133.71	499.26	252.74	252.74	499.26	147.08	535.04	137.72	252.74	535.03	133.71	133.71	546	462.69	257.79	532.65	548.55	252.74	160.62	477	133.71	252.74	715.5	636	250.43	445.2	445.2	477	252.74	628.05	133.71	240.1	252.74	256.85
2/15/2024	CDM	107	10021755	PBB EPIDURAL CATH SET C1755		IP		C1755	    	272	39	25.35	3.9	39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	27.18	22.7	N/A	26.13	26.91	N/A	N/A	N/A	N/A	N/A	35.1	N/A	N/A	16.77	16.77	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	108	10021755	PBB EPIDURAL CATH SET C1755		OP		C1755	    	272	39	25.35	3.9	39	N/A	24.49	11.11	N/A	24.49	N/A	26.25	N/A	N/A	26.25	N/A	N/A	27.18	22.7	N/A	26.13	26.91	N/A	N/A	23.4	N/A	N/A	35.1	31.2	N/A	21.84	21.84	23.4	N/A	30.81	N/A	N/A	N/A	N/A
2/15/2024	CDM	109	10021778	PBB CONTACT TRIAL LEAD 70 CM C1778		IP		C1778	    	278	3421	2223.65	342.1	3421	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2384.44	1991.02	N/A	2292.07	2360.49	N/A	N/A	N/A	N/A	N/A	3078.9	N/A	N/A	1471.03	1471.03	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	110	10021778	PBB CONTACT TRIAL LEAD 70 CM C1778		OP		C1778	    	278	3421	2223.65	342.1	3421	N/A	2148.39	974.98	N/A	2148.39	N/A	2302.33	N/A	N/A	2302.33	N/A	N/A	2384.44	1991.02	N/A	2292.07	2360.49	N/A	N/A	2052.6	N/A	N/A	3078.9	2736.8	N/A	1915.76	1915.76	2052.6	N/A	2702.59	N/A	N/A	N/A	N/A
2/15/2024	CDM	111	10027096	PBB INJECTIONSACROILIAC JOINT		IP		27096	    	361	263	170.95	26.3	263	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	183.31	153.07	N/A	176.21	181.47	N/A	N/A	N/A	N/A	N/A	236.7	N/A	N/A	113.09	113.09	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	112	10027096	PBB INJECTIONSACROILIAC JOINT		OP		27096	    	361	263	170.95	26.3	790.86	242.18	165.16	74.95	N/A	165.16	266.4	177	249.45	N/A	177	242.18	242.18	0	153.07	N/A	176.21	181.47	N/A	N/A	157.8	242.18	N/A	236.7	210.4	N/A	147.28	147.28	157.8	N/A	207.77	242.18	N/A	N/A	N/A
2/15/2024	CDM	113	10036415	PBB COLLECTION VENOUS BLOODVENIPUNCTURE		IP		36415	    	300	21	13.65	2.1	21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14.64	12.22	N/A	14.07	14.49	N/A	N/A	N/A	N/A	N/A	18.9	N/A	N/A	9.03	9.03	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	114	10036415	PBB COLLECTION VENOUS BLOODVENIPUNCTURE		OP		36415	    	300	21	13.65	2.02	29.14	2.02	0	8.65	8.65	13.19	2.22	14.13	2.08	8.65	14.13	2.02	2.02	14.64	12.22	8.82	14.07	14.49	8.65	5.03	12.6	2.02	8.65	18.9	16.8	8.61	11.76	11.76	12.6	8.65	16.59	2.02	8.22	8.65	8.83
2/15/2024	CDM	115	10036416	PBB COLLECTION CAPILLARY BLOOD SPECIMEN		IP		36416	    	300	21	13.65	2.1	21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14.64	12.22	N/A	14.07	14.49	N/A	N/A	N/A	N/A	N/A	18.9	N/A	N/A	9.03	9.03	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	116	10036416	PBB COLLECTION CAPILLARY BLOOD SPECIMEN		OP		36416	    	300	21	13.65	2.02	21	2.02	13.19	5.98	N/A	13.19	2.22	14.13	2.08	N/A	14.13	2.02	2.02	14.64	12.22	N/A	14.07	14.49	N/A	N/A	12.6	2.02	N/A	18.9	16.8	N/A	11.76	11.76	12.6	N/A	16.59	2.02	N/A	N/A	N/A
2/15/2024	CDM	117	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		IP		62273	    	361	759	493.35	75.9	759	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	529.02	441.74	N/A	508.53	523.71	N/A	N/A	N/A	N/A	N/A	683.1	N/A	N/A	326.37	326.37	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	118	10062273	PBB INJLUMB EPIDURBLOODCLOT PATCH		OP		62273	    	361	759	493.35	75.9	1979.08	432.67	476.65	590.12	590.12	476.65	475.94	510.81	445.65	590.12	510.81	432.67	432.67	546	441.74	601.92	508.53	523.71	590.12	375.02	455.4	432.67	590.12	683.1	607.2	584.73	425.04	425.04	455.4	590.12	599.61	432.67	560.61	590.12	599.72
2/15/2024	CDM	119	10062290	PBB INJECT DISKOGRAMLUMBAREA LEVEL		IP		62290	    	361	994	646.1	99.4	994	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	692.82	578.51	N/A	665.98	685.86	N/A	N/A	N/A	N/A	N/A	894.6	N/A	N/A	427.42	427.42	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	120	10062290	PBB INJECT DISKOGRAMLUMBAREA LEVEL		OP		62290	    	361	994	646.1	62.73	994	62.73	624.23	283.29	N/A	624.23	69	668.96	64.61	N/A	668.96	62.73	62.73	0	578.51	N/A	665.98	685.86	N/A	N/A	596.4	62.73	N/A	894.6	795.2	N/A	556.64	556.64	596.4	N/A	785.26	62.73	N/A	N/A	N/A
2/15/2024	CDM	121	10063650	PBB PERCUT IMPLNT NEUROELECTEPIDURAL		IP		63650	    	361	3521	2288.65	352.1	3521	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2454.14	2049.22	N/A	2359.07	2429.49	N/A	N/A	N/A	N/A	N/A	3168.9	N/A	N/A	1514.03	1514.03	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	122	10063650	PBB PERCUT IMPLNT NEUROELECTEPIDURAL		OP		63650	    	361	3521	2288.65	352.1	19572.27	3233.25	2211.19	5836.09	5836.09	2211.19	3556.58	2369.63	3330.25	5836.09	2369.63	3233.25	3233.25	2195	2049.22	5952.81	2359.07	2429.49	5836.09	3708.8	2112.6	3233.25	5836.09	3168.9	2816.8	5782.72	1971.76	1971.76	2112.6	5836.09	2781.59	3233.25	5544.29	5836.09	5930.99
2/15/2024	CDM	123	10064405	PBB INJECTION ANES OCCIPITAL NERVE		IP		64405	    	361	704	457.6	70.4	704	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	490.69	409.73	N/A	471.68	485.76	N/A	N/A	N/A	N/A	N/A	633.6	N/A	N/A	302.72	302.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	124	10064405	PBB INJECTION ANES OCCIPITAL NERVE		OP		64405	    	361	704	457.6	70.4	847.61	221.36	442.11	252.74	252.74	442.11	243.5	473.79	228	252.74	473.79	221.36	221.36	546	409.73	257.79	471.68	485.76	252.74	160.62	422.4	221.36	252.74	633.6	563.2	250.43	394.24	394.24	422.4	252.74	556.16	221.36	240.1	252.74	256.85
2/15/2024	CDM	125	10064415	PBB INJANES AGENTBRACHIAL PLEXUSSINGLE		IP		64415	    	361	162	105.3	16.2	162	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	112.91	94.28	N/A	108.54	111.78	N/A	N/A	N/A	N/A	N/A	145.8	N/A	N/A	69.66	69.66	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	126	10064415	PBB INJANES AGENTBRACHIAL PLEXUSSINGLE		OP		64415	    	361	162	105.3	16.2	2608.49	538.43	101.74	777.8	777.8	101.74	592.27	109.03	554.58	777.8	109.03	538.43	538.43	546	94.28	793.36	108.54	111.78	777.8	494.29	97.2	538.43	777.8	145.8	129.6	770.69	90.72	90.72	97.2	777.8	127.98	538.43	738.91	777.8	790.45
2/15/2024	CDM	127	10064418	PBB INJECT NERV BLCKSUPRASCAP N		IP		64418	    	361	2281	1482.65	228.1	2281	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1589.86	1327.54	N/A	1528.27	1573.89	N/A	N/A	N/A	N/A	N/A	2052.9	N/A	N/A	980.83	980.83	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	128	10064418	PBB INJECT NERV BLCKSUPRASCAP N		OP		64418	    	361	2281	1482.65	221.36	2281	221.36	1432.47	590.12	590.12	1432.47	243.5	1535.11	228	590.12	1535.11	221.36	221.36	546	1327.54	601.92	1528.27	1573.89	590.12	375.02	1368.6	221.36	590.12	2052.9	1824.8	584.73	1277.36	1277.36	1368.6	590.12	1801.99	221.36	560.61	590.12	599.72
2/15/2024	CDM	129	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		IP		64420	    	361	484	314.6	48.4	484	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	337.35	281.69	N/A	324.28	333.96	N/A	N/A	N/A	N/A	N/A	435.6	N/A	N/A	208.12	208.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	130	10064420	PBB INJECT NERV BLCKINTERCOSTALONE		OP		64420	    	361	484	314.6	48.4	1979.08	221.36	303.95	590.12	590.12	303.95	243.5	325.73	228	590.12	325.73	221.36	221.36	546	281.69	601.92	324.28	333.96	590.12	375.02	290.4	221.36	590.12	435.6	387.2	584.73	271.04	271.04	290.4	590.12	382.36	221.36	560.61	590.12	599.72
2/15/2024	CDM	131	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		IP		64421	    	361	655	425.75	65.5	655	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	456.54	381.21	N/A	438.85	451.95	N/A	N/A	N/A	N/A	N/A	589.5	N/A	N/A	281.65	281.65	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	132	10064421	PBB INJECT NERV BLCKINTERCOSTMULTPL		OP		64421	    	361	655	425.75	65.5	2608.49	538.43	411.34	777.8	777.8	411.34	592.27	440.82	554.58	777.8	440.81	538.43	538.43	546	381.21	793.36	438.85	451.95	777.8	494.29	393	538.43	777.8	589.5	524	770.69	366.8	366.8	393	777.8	517.45	538.43	738.91	777.8	790.45
2/15/2024	CDM	133	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		IP		64425	    	361	1844	1198.6	184.4	1844	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1285.27	1073.21	N/A	1235.48	1272.36	N/A	N/A	N/A	N/A	N/A	1659.6	N/A	N/A	792.92	792.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	134	10064425	PBB INJECTION ANES ILIOHYPOGASTRIC NERVES		OP		64425	    	361	1844	1198.6	184.4	1979.08	221.36	1158.03	590.12	590.12	1158.03	243.5	1241.01	228	590.12	1241.01	221.36	221.36	546	1073.21	601.92	1235.48	1272.36	590.12	375.02	1106.4	221.36	590.12	1659.6	1475.2	584.73	1032.64	1032.64	1106.4	590.12	1456.76	221.36	560.61	590.12	599.72
2/15/2024	CDM	135	10064430	PBB INJECTION ANES PUDENDAL NERVE		IP		64430	    	361	1693	1100.45	169.3	1693	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1180.02	985.33	N/A	1134.31	1168.17	N/A	N/A	N/A	N/A	N/A	1523.7	N/A	N/A	727.99	727.99	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	136	10064430	PBB INJECTION ANES PUDENDAL NERVE		OP		64430	    	361	1693	1100.45	169.3	2608.49	538.43	1063.2	777.8	777.8	1063.2	592.27	1139.39	554.58	777.8	1139.39	538.43	538.43	546	985.33	793.36	1134.31	1168.17	777.8	494.29	1015.8	538.43	777.8	1523.7	1354.4	770.69	948.08	948.08	1015.8	777.8	1337.47	538.43	738.91	777.8	790.45
2/15/2024	CDM	137	10064447	PBB INJECTION ANES FEMORAL NERVE		IP		64447	    	361	672	436.8	67.2	672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	468.38	391.1	N/A	450.24	463.68	N/A	N/A	N/A	N/A	N/A	604.8	N/A	N/A	288.96	288.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A
